Date;Spread;Z-Score;Signal
2024-01-02;22.35573170276069;;
2024-01-03;21.578049846946126;;
2024-01-04;21.760297091438467;;
2024-01-05;20.932506394481013;;
2024-01-08;20.59795049334863;;
2024-01-09;21.32487019738398;;
2024-01-10;21.273338271133692;;
2024-01-11;21.41211674481759;;
2024-01-12;21.472532221379566;;
2024-01-16;21.477271936562058;;
2024-01-17;21.62290514063068;;
2024-01-18;21.65052899091867;;
2024-01-19;21.68551250847224;;
2024-01-22;20.820048350291476;;
2024-01-23;21.00365163240875;;
2024-01-24;20.52098828619365;;
2024-01-25;20.351888624252258;;
2024-01-26;21.27326351995022;;
2024-01-29;21.310724858120405;;
2024-01-30;20.84635662588923;-0.8584919941500021;
2024-01-31;20.719321378635;-1.0841833910133212;
2024-02-01;21.49688548333425;0.7549072864999311;
2024-02-02;21.08907481017322;-0.13744843227098857;
2024-02-05;20.351672474806442;-1.7513220822904074;
2024-02-06;20.070688740543783;-2.1107922295318877;BUY
2024-02-07;20.25800876528563;-1.5158089835849917;
2024-02-08;20.66850746891793;-0.6524751111528057;
2024-02-09;20.14787331145003;-1.4697166288702872;
2024-02-12;20.040511361856485;-1.4798197480757893;
2024-02-13;20.17601140611713;-1.119428828891974;
2024-02-14;20.25458938439021;-0.8927234204838816;
2024-02-15;19.556901919160822;-1.9324918290524824;
2024-02-16;19.256524390573624;-2.1660747469141257;
2024-02-20;19.949614260387335;-0.8814053970861313;
2024-02-21;20.017474854586354;-0.6889535956583562;
2024-02-22;18.19761660429536;-2.7571008987486163;
2024-02-23;17.779317807001924;-2.523641336446933;
2024-02-26;16.9563368168136;-2.6005800287234213;
2024-02-27;16.87032632159026;-2.2071721130580175;
2024-02-28;17.81283787499646;-1.3234464189840334;
2024-02-29;17.306114444523388;-1.503101706753937;
2024-03-01;16.476957230252;-1.8426009996366581;
2024-03-04;15.68205614321214;-2.0346806109110243;
2024-03-05;15.685556836299583;-1.757900535059559;
2024-03-06;15.890941199729134;-1.4502889793964342;
2024-03-07;15.521986463977505;-1.4740434368235287;
2024-03-08;15.916268374826895;-1.1450569694448187;
2024-03-11;15.781944150944508;-1.1061821754651866;
2024-03-12;15.659168221918101;-1.0680364905022064;
2024-03-13;14.989936815005905;-1.321731779044225;
2024-03-14;15.412201417470207;-0.9970572546614918;
2024-03-15;15.36706587581331;-0.9385063918500082;
2024-03-18;16.374770047812532;-0.2124863948960281;
2024-03-19;16.08762241485045;-0.32647891382978084;
2024-03-20;16.030498359830545;-0.28515676948993934;
2024-03-21;15.954023293647069;-0.2821141626928099;
2024-03-22;16.36915978664925;0.3737704550593405;
2024-03-25;17.44211468928899;1.7734535208045699;
2024-03-26;17.929492835013335;2.109043635389292;SELL
2024-03-27;17.568702786971738;1.7377802056546199;
2024-03-28;17.77231096496663;1.868299355619766;
2024-04-01;18.41370375948877;2.1682674548796985;
2024-04-02;17.530580583552226;1.1404684501731008;
2024-04-03;17.351932512667;0.87272879429159;
2024-04-04;16.945900748267885;0.4213924861687382;
2024-04-05;17.146105396808785;0.5500225850334663;
2024-04-08;17.26218289805179;0.601383975336534;
2024-04-09;17.404189502690386;0.6700939843912492;
