Date;Spread;Z-Score;Signal
2024-01-02;300.1958992464118;;
2024-01-03;289.26730193375647;;
2024-01-04;289.5998613778382;;
2024-01-05;285.54974978305665;;
2024-01-08;289.6546900928721;;
2024-01-09;298.60842765979874;;
2024-01-10;306.43499733720984;;
2024-01-11;308.30598686162506;;
2024-01-12;303.4681964766322;;
2024-01-16;297.06653308992156;;
2024-01-17;298.8621232798563;;
2024-01-18;300.37491339530214;;
2024-01-19;306.10822049880676;;
2024-01-22;283.65384385587873;;
2024-01-23;286.32964737527647;;
2024-01-24;285.6533219845916;;
2024-01-25;283.33910696230333;;
2024-01-26;289.32174886340084;;
2024-01-29;291.6564539167205;;
2024-01-30;300.51375148839895;0.711271859312107;
2024-01-31;294.2651841825917;-0.01691006020232108;
2024-02-01;302.6669681083446;0.9285171722577337;
2024-02-02;300.53899176377644;0.6029409687336262;
2024-02-05;309.0150242808696;1.468772661998982;
2024-02-06;319.2198612216606;2.1991640126050265;SELL
2024-02-07;327.5456193489799;2.407196591408769;
2024-02-08;348.9749763940341;2.9560261141791493;
2024-02-09;334.10110748038255;1.7731045577049789;
2024-02-12;338.70476267412374;1.7615900676721004;
2024-02-13;344.4362685685576;1.7690907264441582;
2024-02-14;342.08685848044223;1.4655191205395017;
2024-02-15;344.61645733474114;1.4031565795697067;
2024-02-16;345.6564469406519;1.2998889788155887;
2024-02-20;339.5531851609733;0.954790735002143;
2024-02-21;343.54029765830086;1.0165167975841056;
2024-02-22;355.5859259940231;1.3781356974752266;
2024-02-23;293.2848211843335;-1.3012695464527069;
2024-02-26;282.01709949871366;-1.7282807499374455;
2024-02-27;271.51811604660736;-1.9818612864298015;BUY
2024-02-28;280.62806490542965;-1.5106885407606738;
2024-02-29;273.7523512995846;-1.641787403691032;
2024-03-01;265.0841980450058;-1.7369997984713317;
2024-03-04;257.23555907971013;-1.7657219651934928;
2024-03-05;256.2241691744039;-1.5932380089094782;
2024-03-06;252.63342965782738;-1.498822646864119;
2024-03-07;251.64122267621264;-1.3586555661142845;
2024-03-08;256.93464527108625;-1.108914809560833;
2024-03-11;268.8639581345669;-0.7331732985542592;
2024-03-12;259.7754712986176;-0.8685021733786086;
2024-03-13;269.4752008052025;-0.5502097737094844;
2024-03-14;279.41317464234635;-0.21929747050364118;
2024-03-15;258.67422807852876;-0.7138178756164221;
2024-03-18;262.8998750595919;-0.5160481214204776;
2024-03-19;270.8901966769878;-0.16697798240925105;EXIT
2024-03-20;275.58264189110935;0.15432932548640993;
2024-03-21;246.00344369543058;-1.7124278280491674;
2024-03-22;241.30797394832155;-1.9607512712734239;BUY
2024-03-25;221.0653309608914;-2.790484414142194;
2024-03-26;221.45780136059602;-2.234896856189091;
2024-03-27;222.06931499231808;-1.9037113225729825;
2024-03-28;218.6130695662319;-1.8123746691803098;
2024-04-01;190.25569655023583;-2.532957600085875;
2024-04-02;194.43533601093617;-1.971261381710656;
2024-04-03;189.17988389620098;-1.8485207492557325;
2024-04-04;183.5097593973856;-1.7584803036191008;
2024-04-05;197.5869698457878;-1.1842204664121194;
2024-04-08;199.3486218473604;-1.0231224861245332;
2024-04-09;197.2095966242553;-0.9842586644868088;
2024-04-10;199.22056625973636;-0.8353157545190323;
2024-04-11;191.5312951673517;-0.9699940979404731;
2024-04-12;189.73546034671335;-0.947723381219851;
2024-04-15;185.9100144451345;-0.9767777192791021;
2024-04-16;181.91404028663703;-1.0234056823238666;
2024-04-17;194.36867773137737;-0.5128697417222501;
2024-04-18;205.31062168265225;0.09700425528658012;EXIT
2024-04-19;218.2724955805969;0.9979421557012328;
2024-04-22;218.8396657682897;1.279151595511395;
2024-04-23;220.04055570667492;1.3763799410577109;
2024-04-24;219.479465312743;1.3575219955779414;
2024-04-25;217.71314215078246;1.274794593754442;
2024-04-26;210.92501435444473;0.8241539521042498;
2024-04-29;211.36830424800536;0.7766957736079176;
2024-04-30;205.68055217056497;0.29638115861642206;
2024-05-01;209.67495806751543;0.5369263537140004;
2024-05-02;210.83581754428366;0.553445694111829;
2024-05-03;220.18324886072122;1.2033889242183176;
