Date;Spread;Z-Score;Signal
2024-01-02;-74.97556329720646;;
2024-01-03;-66.86817885011851;;
2024-01-04;-76.65635908093032;;
2024-01-05;-80.6683153908159;;
2024-01-08;-80.59815563324287;;
2024-01-09;-68.86233527111517;;
2024-01-10;-84.93764983451501;;
2024-01-11;-66.52620147251059;;
2024-01-12;-88.4326770962366;;
2024-01-16;-40.22712041126351;;
2024-01-17;-55.717628098652995;;
2024-01-18;-35.79319919553268;;
2024-01-19;-21.647229933261997;;
2024-01-22;-33.6406461563563;;
2024-01-23;8.386279500060482;;
2024-01-24;2.909794737811353;;
2024-01-25;5.511736559911014;;
2024-01-26;-32.91416943934041;;
2024-01-29;-26.359974508578716;;
2024-01-30;-11.039230830983115;1.1017357415044051;
2024-01-31;-16.985650879463947;0.8289318127674883;
2024-02-01;6.964967335493839;1.4000882622209827;
2024-02-02;21.893014069754827;1.625290089757173;
2024-02-05;8.955133816358284;1.1411079862652045;
2024-02-06;-46.178987273999155;-0.5333119462807226;
2024-02-07;-47.79326869128977;-0.6349967492707718;
2024-02-08;-41.1309720828408;-0.5412289288175862;
2024-02-09;-33.658826008464985;-0.35898347084919796;
2024-02-12;-29.426172365267576;-0.37403066759982345;
2024-02-13;70.93261652672572;2.8568147524468173;SELL
2024-02-14;114.66279201618272;3.0005212303378053;
2024-02-15;73.8424674876901;1.7221023463522687;
2024-02-16;85.09966767106175;1.7107371495529446;
2024-02-20;107.85280004893002;1.8667423872646791;
2024-02-21;93.37519640458981;1.419144552190838;
2024-02-22;58.990273873208025;0.7328511637347455;
2024-02-23;54.57615597631252;0.6043409454938388;
2024-02-26;62.12754742527363;0.6629202294324089;
2024-02-27;36.62951349850073;0.1503210047550943;EXIT
2024-02-28;37.795477974727646;0.12862790978279864;
2024-02-29;63.604344704267305;0.5443013283721577;
2024-03-01;127.1531852995954;1.5384702427421713;
2024-03-04;154.20884182904183;1.7416461436572253;
2024-03-05;160.02489083536398;1.6042225245311579;
2024-03-06;181.58728550843352;1.7268490144479134;
2024-03-07;211.00072881371852;1.9239107255762509;SELL
2024-03-08;204.6271669115008;1.6688767861466334;
2024-03-11;188.93818534201387;1.34176677182131;
2024-03-12;214.5139263159142;1.636577460452512;
2024-03-13;252.0623080672092;1.9090898523538278;
2024-03-14;271.3503930190393;1.868973699861612;
2024-03-15;280.7479127191143;1.7255502663208686;
2024-03-18;300.58069595609686;1.7076502332385766;
2024-03-19;281.3801449439088;1.3258449079747645;
2024-03-20;317.34687958841823;1.5189701187892952;
2024-03-21;344.7439776912063;1.5999449988951722;
2024-03-22;324.30687366244547;1.2637785513287225;
2024-03-25;329.3582320306223;1.199570598545447;
2024-03-26;336.35031672226614;1.1900257191364365;
2024-03-27;332.51500438368225;1.097307615941782;
2024-03-28;319.6141336033652;0.8949946987131683;
