Date;Close price
2023-01-03;313.3859558105469
2023-01-04;320.63348388671875
2023-01-05;321.62066650390625
2023-01-06;330.3251953125
2023-01-09;331.5378112792969
2023-01-10;337.4223937988281
2023-01-11;331.613037109375
2023-01-12;328.64251708984375
2023-01-13;331.7446594238281
2023-01-17;325.87890625
2023-01-18;324.7602844238281
2023-01-19;323.8296203613281
2023-01-20;318.0296936035156
2023-01-23;318.5843200683594
2023-01-24;322.8990173339844
2023-01-25;329.79876708984375
2023-01-26;335.6363830566406
2023-01-27;329.93975830078125
2023-01-30;326.1138916015625
2023-01-31;328.7178039550781
2023-02-01;334.9595947265625
2023-02-02;320.95318603515625
2023-02-03;321.8555908203125
2023-02-06;325.05169677734375
2023-02-07;333.83154296875
2023-02-08;335.67401123046875
2023-02-09;355.7623596191406
2023-02-10;356.7212219238281
2023-02-13;359.0900573730469
2023-02-14;356.890380859375
2023-02-15;361.411865234375
2023-02-16;357.5483703613281
2023-02-17;363.55517578125
2023-02-21;358.83624267578125
2023-02-22;357.003173828125
2023-02-23;357.9244079589844
2023-02-24;363.0099182128906
2023-02-27;358.2627868652344
2023-02-28;360.94189453125
2023-03-01;367.3998718261719
2023-03-02;360.3873291015625
2023-03-03;359.8138427734375
2023-03-06;358.460205078125
2023-03-07;360.23687744140625
2023-03-08;359.19342041015625
2023-03-09;346.080078125
2023-03-10;335.495361328125
2023-03-13;325.3806457519531
2023-03-14;337.15924072265625
2023-03-15;319.55621337890625
2023-03-16;334.5433349609375
2023-03-17;315.5803527832031
2023-03-20;328.5182189941406
2023-03-21;334.07110595703125
2023-03-22;326.62945556640625
2023-03-23;322.7764587402344
2023-03-24;325.6473693847656
2023-03-27;330.2747497558594
2023-03-28;334.1938171386719
2023-03-29;339.0479431152344
2023-03-30;336.2998046875
2023-03-31;338.1036376953125
2023-04-03;341.8149719238281
2023-04-04;338.61358642578125
2023-04-05;342.8065185546875
2023-04-06;341.9566650390625
2023-04-10;344.4591979980469
2023-04-11;343.0709533691406
2023-04-12;345.2619323730469
2023-04-13;342.5421447753906
2023-04-14;339.2273864746094
2023-04-17;343.5620422363281
2023-04-18;349.08660888671875
2023-04-19;353.5157165527344
2023-04-20;354.7056579589844
2023-04-21;350.0026550292969
