Date;Close price
2023-01-03;68.10079193115234
2023-01-04;69.78250122070312
2023-01-05;68.51226806640625
2023-01-06;70.86489868164062
2023-01-09;72.08145904541016
2023-01-10;72.03673553466797
2023-01-11;74.308837890625
2023-01-12;76.0889663696289
2023-01-13;76.07106018066406
2023-01-17;76.82249450683594
2023-01-18;75.13182067871094
2023-01-19;72.02778625488281
2023-01-20;76.04422760009766
2023-01-23;78.56684112548828
2023-01-24;78.91569519042969
2023-01-25;79.48818969726562
2023-01-26;83.91612243652344
2023-01-27;85.74993133544922
2023-01-30;84.89116668701172
2023-01-31;85.8393783569336
2023-02-01;86.9575424194336
2023-02-02;89.48011016845703
2023-02-03;87.68366241455078
2023-02-06;86.4107894897461
2023-02-07;87.30451202392578
2023-02-08;85.41777038574219
2023-02-09;82.93521881103516
2023-02-10;84.07266235351562
2023-02-13;87.0607681274414
2023-02-14;87.35865020751953
2023-02-15;87.23228454589844
2023-02-16;85.25526428222656
2023-02-17;84.42472839355469
2023-02-21;81.90608978271484
2023-02-22;82.0595703125
2023-02-23;82.16788482666016
2023-02-24;80.39849853515625
2023-02-27;81.18389892578125
2023-02-28;81.96929168701172
2023-03-01;81.0484848022461
2023-03-02;80.39849853515625
2023-03-03;82.34843444824219
2023-03-06;82.6192626953125
2023-03-07;80.76863098144531
2023-03-08;82.61023712158203
2023-03-09;76.72431945800781
2023-03-10;72.41822814941406
2023-03-13;75.36119079589844
2023-03-14;77.82567596435547
2023-03-15;78.24093627929688
2023-03-16;78.77356719970703
2023-03-17;76.6340560913086
2023-03-20;74.5125961303711
2023-03-21;78.43052673339844
2023-03-22;75.81256103515625
2023-03-23;76.23684692382812
2023-03-24;75.77645874023438
2023-03-27;76.00213623046875
2023-03-28;75.52368927001953
2023-03-29;76.89585876464844
2023-03-30;77.4104232788086
2023-03-31;79.2971420288086
2023-04-03;76.69725799560547
2023-04-04;73.30291748046875
2023-04-05;73.49251556396484
2023-04-06;74.19664764404297
2023-04-10;73.65497589111328
2023-04-11;75.28897094726562
2023-04-12;74.57579803466797
2023-04-13;76.11046600341797
2023-04-14;77.02223205566406
2023-04-17;78.74649047851562
2023-04-18;82.6011962890625
2023-04-19;83.54908752441406
2023-04-20;82.9984130859375
2023-04-21;80.75057220458984
2023-04-24;80.00128936767578
2023-04-25;78.02428436279297
2023-04-26;77.0132064819336
2023-04-27;78.66522979736328
2023-04-28;81.40830993652344
2023-05-01;80.87974548339844
