pair,pvalue,cointegrated
"('IP', 'DUK')",0.027967485910224743,True
"('CVNA', 'CINF')",0.0279764134310704,True
"('FAST', 'CRH')",0.027976749692634507,True
"('FFIV', 'DASH')",0.02797759431587363,True
"('BLDR', 'LIN')",0.027978285543716837,True
"('UAL', 'HRL')",0.02798526046732931,True
"('AIG', 'CI')",0.027986575977751466,True
"('FDX', 'FE')",0.0279905863156523,True
"('VRSK', 'NEM')",0.027992782206627903,True
"('HON', 'NUE')",0.027993204026503286,True
"('F', 'DE')",0.027993457783995708,True
"('WBD', 'PNR')",0.02799461014606021,True
"('WELL', 'PH')",0.027995826019151758,True
"('XEL', 'EBAY')",0.028001718020067196,True
"('WDAY', 'MA')",0.028002416631330684,True
"('HCA', 'GNRC')",0.02800842988079609,True
"('FRT', 'BALL')",0.02801552615515106,True
"('CASY', 'UPS')",0.028027622652102537,True
"('TPR', 'UDR')",0.028029090789892516,True
"('DECK', 'COR')",0.028043313928948127,True
"('AOS', 'MU')",0.02806143858217819,True
"('MOS', 'BSX')",0.02806380697725013,True
"('KHC', 'TGT')",0.028063839646947197,True
"('SWKS', 'ZBRA')",0.02806425787860923,True
"('ACN', 'SHW')",0.028066812773337984,True
"('DPZ', 'BX')",0.028079015974441044,True
"('UAL', 'CNP')",0.02808454198035458,True
"('AMD', 'RSG')",0.028085510101714353,True
"('HOOD', 'HON')",0.028086043888889477,True
"('APH', 'NUE')",0.02809367224273091,True
"('BEN', 'SRE')",0.02809963127540364,True
"('AMD', 'HD')",0.028104863002456883,True
"('INVH', 'TAP')",0.028105883379531675,True
"('EXPE', 'ROST')",0.028106504141199747,True
"('TER', 'ECHO')",0.028113448837683276,True
"('HSY', 'AWK')",0.028115524300771192,True
"('TXN', 'AWK')",0.02812830711227378,True
"('INTC', 'CRM')",0.02813404850387705,True
"('LH', 'PM')",0.028147235699099125,True
"('TT', 'BX')",0.02816506543804313,True
"('LLY', 'AMAT')",0.028197576046511897,True
"('EMR', 'CI')",0.028198455205890018,True
"('APO', 'KR')",0.02820305080133867,True
"('GNRC', 'EBAY')",0.02821198835952711,True
"('ROL', 'AAPL')",0.028217101515477832,True
"('LVS', 'TECH')",0.028221828565795384,True
"('LH', 'CMI')",0.028223150361800724,True
"('SYY', 'JKHY')",0.028229189573327568,True
"('ISRG', 'TYL')",0.028239213479984423,True
"('EG', 'ED')",0.028239332099935788,True
"('SWKS', 'HSIC')",0.02824134768598344,True
"('MSFT', 'SO')",0.02824211769679994,True
"('INTU', 'CNC')",0.02824590688703873,True
"('MET', 'MRK')",0.028246058271235015,True
"('RTX', 'DLTR')",0.028246634062559117,True
"('HIG', 'MPWR')",0.028249468232192293,True
"('TDG', 'ZTS')",0.02825216652842175,True
"('DLTR', 'LMT')",0.028256025371837627,True
"('ES', 'EL')",0.028263675210270563,True
"('MMM', 'CRL')",0.028268045865209025,True
"('FDX', 'GOOG')",0.028269438940692074,True
"('KO', 'TSCO')",0.028272776914910407,True
"('DLR', 'ABT')",0.02827405090106052,True
"('ALLE', 'NUE')",0.028277301412644652,True
"('CF', 'PEP')",0.028279692771945523,True
"('DECK', 'LULU')",0.028283610489662374,True
"('ADI', 'CNP')",0.0282859170523118,True
"('AVB', 'SWK')",0.028289147190423844,True
"('CPAY', 'DIS')",0.02829128575794088,True
"('OMC', 'AEP')",0.028293290345448852,True
"('AKAM', 'AAPL')",0.028293813521313965,True
"('BEN', 'PFG')",0.02829645602594557,True
"('DLR', 'COP')",0.028300223738067464,True
"('AEE', 'MU')",0.028313696484480344,True
"('BSX', 'PHM')",0.028329206811115643,True
"('AIZ', 'BMY')",0.02834592632893133,True
"('LVS', 'FDX')",0.028346857590923674,True
"('F', 'PM')",0.02835037198392096,True
"('MGM', 'JKHY')",0.028350717003631537,True
"('VICI', 'LITE')",0.028351155570634504,True
"('VEEV', 'ABT')",0.02835246240414637,True
"('IQV', 'FRT')",0.02835270457621397,True
"('EXR', 'DUK')",0.028384033515105964,True
"('KLAC', 'MA')",0.028391841428479662,True
"('FSLR', 'MKC')",0.02839465930144267,True
"('AMCR', 'DOV')",0.0283964324945779,True
"('ADM', 'ALGN')",0.028409022803798,True
"('EL', 'TSCO')",0.028416017875441305,True
"('ISRG', 'EIX')",0.02841755507063105,True
"('GEHC', 'ABT')",0.028421862209166072,True
"('DELL', 'AFL')",0.02843473703905106,True
"('PNR', 'ZTS')",0.02844245328053129,True
"('DECK', 'ACN')",0.02844393188158713,True
"('PSX', 'EBAY')",0.028443982082625302,True
"('AOS', 'BLK')",0.028449913337374146,True
"('FDS', 'PFE')",0.028451164533041688,True
"('AIZ', 'KR')",0.02845740466033666,True
"('WBD', 'ANET')",0.028461161231004093,True
"('PAYX', 'WYNN')",0.02846204906690956,True
"('WDAY', 'ETN')",0.028466920084467495,True
"('EXPD', 'AOS')",0.02846803119407421,True
"('FDX', 'ABT')",0.02846969588718476,True
"('MSI', 'CINF')",0.028471585014478218,True
"('ECL', 'TTWO')",0.02848258421813945,True
"('FRT', 'FIS')",0.028482963777205137,True
"('DIS', 'ON')",0.02848707707593914,True
"('CASY', 'JBL')",0.0284902023964303,True
"('VRTX', 'V')",0.028494915562416304,True
"('CCI', 'PM')",0.02852153354257898,True
"('EL', 'MRSH')",0.028525034234734476,True
"('NFLX', 'TTWO')",0.02853796378050988,True
"('KLAC', 'CI')",0.028540826410072245,True
"('TXN', 'VICI')",0.028546456925547904,True
"('VICI', 'PPL')",0.028548463064651197,True
"('ORLY', 'FISV')",0.02855122644861641,True
"('SMCI', 'ETR')",0.028551280421395108,True
"('NOW', 'IBM')",0.02855264945695329,True
"('WMB', 'AAPL')",0.028553886139723646,True
"('UAL', 'LITE')",0.028560566350858557,True
"('TPR', 'PM')",0.02856464360023833,True
"('CSCO', 'WBD')",0.028572910214107745,True
"('AJG', 'GPC')",0.028573514962875447,True
"('LHX', 'PPL')",0.028583091500759605,True
"('IP', 'PM')",0.028583221010804117,True
"('CASY', 'SBUX')",0.028590328201480067,True
"('COST', 'XOM')",0.028595879088124634,True
"('PSKY', 'RVTY')",0.028608225384122235,True
"('ED', 'DGX')",0.028613846646588923,True
"('PSX', 'SBUX')",0.028619218147497807,True
"('BR', 'MRNA')",0.028624971371639177,True
"('TRMB', 'IBKR')",0.028625973734332108,True
"('FCX', 'DHR')",0.028632016038075657,True
"('PLTR', 'SWK')",0.02863512376553742,True
"('V', 'CHRW')",0.028639889703308937,True
"('BSX', 'CINF')",0.02864058501801926,True
"('COO', 'CMS')",0.028647739812953526,True
"('DRI', 'JNJ')",0.02865392026047547,True
"('AEE', 'VRT')",0.0286578939049639,True
"('V', 'CRH')",0.028657998684433073,True
"('WEC', 'EQT')",0.0286657206004187,True
"('TER', 'EBAY')",0.02867446406332254,True
"('IRM', 'FFIV')",0.028678749450905993,True
"('ULTA', 'ACGL')",0.02868714811688625,True
"('BSX', 'GWW')",0.028689436042286208,True
"('SWKS', 'FE')",0.028692934465261413,True
"('BNY', 'IP')",0.02869763933163294,True
"('BNY', 'SCHW')",0.02870218014306772,True
"('CPRT', 'COR')",0.02870714140781414,True
"('AVGO', 'FSLR')",0.028713520386744396,True
"('BKR', 'EOG')",0.028717473897222023,True
"('SJM', 'CMS')",0.028718804910382017,True
"('IDXX', 'CMI')",0.028720312921588657,True
"('ACGL', 'ETR')",0.02872917425142266,True
"('VRSN', 'NUE')",0.02873231979400147,True
"('BBY', 'JNJ')",0.028750475272409207,True
"('MAS', 'HWM')",0.028757578463292566,True
"('AWK', 'PM')",0.028774807639115663,True
"('MNST', 'ROL')",0.028781780963976978,True
"('LLY', 'TSCO')",0.028786348162917943,True
"('BR', 'ZTS')",0.028790858011254514,True
"('CRH', 'TT')",0.028810957470430977,True
"('CIEN', 'XOM')",0.028813467046810582,True
"('BG', 'DPZ')",0.02881639479928906,True
"('LUV', 'DOW')",0.02881776126008567,True
"('LVS', 'KR')",0.02881787296376409,True
"('FAST', 'BMY')",0.02882115708292849,True
"('MNST', 'XOM')",0.028824637260732137,True
"('APH', 'XOM')",0.02882511776971253,True
"('MCHP', 'CRL')",0.02882585688989133,True
"('DLR', 'AMAT')",0.028832077146606915,True
"('C', 'PPL')",0.028833580770359798,True
"('AIZ', 'ARES')",0.028842003119957906,True
"('ECHO', 'BAX')",0.02884380234928009,True
"('INTC', 'XOM')",0.02884816042613379,True
"('ADSK', 'AVY')",0.02884971784602616,True
"('MSFT', 'AOS')",0.02885247865873937,True
"('BEN', 'XYZ')",0.028872368447412963,True
"('UAL', 'AXON')",0.028879368093711943,True
"('FFIV', 'NUE')",0.028883289265341727,True
"('IQV', 'SWK')",0.02890027055172114,True
"('PG', 'KEY')",0.02890420271570332,True
"('COF', 'TEL')",0.02890679689906748,True
"('COST', 'GRMN')",0.028908253297333104,True
"('PNW', 'BAX')",0.02891658118138172,True
"('ADI', 'GEHC')",0.028918878375333055,True
"('TMO', 'FOXA')",0.028920876805310643,True
"('REG', 'ZTS')",0.028928650017789204,True
"('WELL', 'TTWO')",0.02893001721648014,True
"('CBOE', 'AZO')",0.028931707202387684,True
"('XEL', 'ETR')",0.028935541173960713,True
"('BAC', 'BALL')",0.02894780478081729,True
"('LEN', 'MU')",0.028948307343177174,True
"('IFF', 'VICI')",0.028950156976458925,True
"('MO', 'ALGN')",0.02896595669056117,True
"('GNRC', 'DOV')",0.028970104470179954,True
"('ANET', 'DASH')",0.028970459683255456,True
"('EMR', 'CMS')",0.028973139545889242,True
"('AIG', 'NWSA')",0.028984912594270336,True
"('CIEN', 'SYK')",0.028998095958088832,True
"('PNC', 'PM')",0.02900075539489002,True
"('CPAY', 'WYNN')",0.029005848267144946,True
"('MOS', 'DUK')",0.029006971410282696,True
"('TJX', 'GPC')",0.029008260227300717,True
"('WELL', 'META')",0.029012336774622227,True
"('DDOG', 'DVA')",0.029014516582342505,True
"('MCO', 'CSX')",0.029021375402852583,True
"('TKO', 'YUM')",0.029028318826078793,True
"('FIX', 'FE')",0.02902972957783871,True
"('MGM', 'SW')",0.029030917723742354,True
"('EQIX', 'EXPD')",0.02903511556905866,True
"('HCA', 'KO')",0.02904198834688275,True
"('MDT', 'HON')",0.029043294599572,True
"('UBER', 'NWSA')",0.02904855043822272,True
"('CASY', 'MA')",0.029049342492223778,True
"('DLR', 'SBUX')",0.02905249609808839,True
"('TJX', 'ABT')",0.029058496490561934,True
"('RVTY', 'CVX')",0.029059297839702968,True
"('GEHC', 'FE')",0.02906105792492619,True
"('VTR', 'CRL')",0.029066212392243645,True
"('BBY', 'MMM')",0.02907116305023927,True
"('GOOG', 'EQT')",0.029071486713612506,True
"('TPR', 'SRE')",0.029092789686862693,True
"('TSN', 'ETR')",0.02909294567347994,True
"('PODD', 'XEL')",0.029097472115683934,True
"('COST', 'EBAY')",0.029100033297368422,True
"('EME', 'CNP')",0.02910095048252055,True
"('WSM', 'ABT')",0.029103440269520848,True
"('LVS', 'OKE')",0.029104303311945003,True
"('TTD', 'EQT')",0.02910749682308147,True
"('CHRW', 'ANET')",0.02910882717769738,True
"('IBM', 'FSLR')",0.02910991073925522,True
"('CMS', 'VEEV')",0.02911148608717884,True
"('EW', 'CLX')",0.029112557912505485,True
"('ACGL', 'UNH')",0.029121933718813543,True
"('PANW', 'CRM')",0.02912678792824082,True
"('BBY', 'FIS')",0.029131719074524758,True
"('PSX', 'CHRW')",0.029132771354102076,True
"('T', 'CINF')",0.029134311667349706,True
"('INCY', 'NEM')",0.0291362785680984,True
"('EQIX', 'JPM')",0.029145419873167353,True
"('PEP', 'CNP')",0.0291464786295598,True
"('HSY', 'CME')",0.029156632683771416,True
"('AFL', 'PKG')",0.02915674295187089,True
"('UAL', 'HUM')",0.029163686755882958,True
"('PH', 'FFIV')",0.029168249747911077,True
"('TXN', 'CVS')",0.029172284157600637,True
"('MCD', 'COO')",0.02917579504148998,True
"('PSX', 'CTVA')",0.02917617994717888,True
"('TTD', 'ABT')",0.029179385775812222,True
"('MAR', 'JPM')",0.029182884501530226,True
"('AIG', 'HLT')",0.029190149916818,True
"('KMI', 'DGX')",0.02919774922760743,True
"('UNP', 'DDOG')",0.029202548516080097,True
"('BLDR', 'FOXA')",0.029206779323967366,True
"('EXPD', 'NTAP')",0.029212736289464917,True
"('ALB', 'PM')",0.029213610855076552,True
"('NTRS', 'STT')",0.029221429641764284,True
"('VRSN', 'DGX')",0.02922708282488841,True
"('EQIX', 'NOW')",0.02922818337317064,True
"('INTU', 'AOS')",0.029248656946260138,True
"('PG', 'TTD')",0.029255827451144495,True
"('SO', 'XOM')",0.02925680109745505,True
"('KMI', 'CVS')",0.02926323308296544,True
"('WDAY', 'ARES')",0.029271199318915888,True
"('GD', 'FSLR')",0.029273287129207445,True
"('DLR', 'NUE')",0.02928635733391798,True
"('V', 'AFL')",0.029287209911762268,True
"('IQV', 'BXP')",0.029292679072517282,True
"('PNR', 'FE')",0.02929752057481768,True
"('EBAY', 'ALB')",0.029298812810467402,True
"('RJF', 'DOW')",0.02930001282758004,True
"('LLY', 'CNP')",0.02930438171462878,True
"('LH', 'PAYX')",0.029316539677112962,True
"('TTD', 'CHD')",0.029316717964133557,True
"('PEP', 'CLX')",0.029326780190847643,True
"('CPRT', 'APTV')",0.02932783898541859,True
"('CB', 'FOXA')",0.029336281430465128,True
"('FIX', 'PFE')",0.029344430739997193,True
"('GLW', 'DOV')",0.029348607571525506,True
"('MCK', 'CI')",0.029351566184689398,True
"('D', 'WMT')",0.029358431336749643,True
"('HSIC', 'MTD')",0.029360066099249543,True
"('ZBH', 'EOG')",0.029363120474094225,True
"('LII', 'CI')",0.02936965796515188,True
"('REG', 'DPZ')",0.02936987975533405,True
"('NVR', 'CIEN')",0.029384375027371692,True
"('FCX', 'MTB')",0.02938467942154774,True
"('CTAS', 'TTWO')",0.02939378388874858,True
"('HSY', 'NEE')",0.02939583413894866,True
"('KIM', 'SWK')",0.02939684821509735,True
"('KKR', 'L')",0.029398922071415,True
"('BKNG', 'ABT')",0.02940180291827824,True
"('XYZ', 'LMT')",0.02940332091141212,True
"('NRG', 'CRWD')",0.029411906331171803,True
"('TECH', 'WBD')",0.029412804131747447,True
"('ESS', 'NXPI')",0.029414983123523728,True
"('BR', 'AMZN')",0.029418381336290197,True
"('EXPD', 'ROL')",0.029419729519027864,True
"('CPRT', 'AMZN')",0.029421293453302848,True
"('WBD', 'KEYS')",0.029425305932215543,True
"('A', 'ARE')",0.029427062611173498,True
"('STLD', 'STT')",0.02942868251370402,True
"('EQIX', 'PH')",0.029430188748736087,True
"('URI', 'PRU')",0.02943072948199996,True
"('ACGL', 'O')",0.029432838865678594,True
"('TROW', 'AZO')",0.029433902766652933,True
"('KDP', 'MMM')",0.029438712711345502,True
"('IRM', 'EBAY')",0.029443626499871884,True
"('C', 'FE')",0.029461321014049805,True
"('LLY', 'BRO')",0.02946249641386868,True
"('ODFL', 'HPE')",0.02946781574385629,True
"('CASY', 'LIN')",0.02946819281681621,True
"('NOW', 'AEE')",0.029472017459739985,True
"('EBAY', 'MMM')",0.029475506050756196,True
"('ROP', 'CRM')",0.029475733237387065,True
"('PSX', 'STX')",0.029476253956893548,True
"('HBAN', 'WAT')",0.029483456004166856,True
"('MGM', 'MMM')",0.029489316448884507,True
"('VEEV', 'STE')",0.029490843521589136,True
"('WBD', 'CNP')",0.029493434078173526,True
"('FAST', 'EXPD')",0.029510426295879293,True
"('BIIB', 'EOG')",0.02951256022393096,True
"('NWS', 'ARES')",0.029516301529886747,True
"('NWS', 'KLAC')",0.02952053600645285,True
"('MOS', 'FOXA')",0.029524897594402254,True
"('SCHW', 'USB')",0.02953166488215031,True
"('EOG', 'OMC')",0.02953629999442793,True
"('BIIB', 'FDS')",0.029544894284536116,True
"('TTD', 'FISV')",0.029557482958703734,True
"('O', 'DLTR')",0.029558741825290828,True
"('SMCI', 'FE')",0.02956590893984095,True
"('WEC', 'KR')",0.02957244539376389,True
"('GLW', 'CINF')",0.02957521843546565,True
"('CASY', 'GOOG')",0.02958052878505508,True
"('MPC', 'CNC')",0.029582307353874807,True
"('FTV', 'NEM')",0.0295864168393289,True
"('LVS', 'EW')",0.02958721790346801,True
"('LII', 'PH')",0.02959187646599466,True
"('AVGO', 'HWM')",0.02959318189005373,True
"('NXPI', 'ZTS')",0.02960265201005854,True
"('CMCSA', 'VEEV')",0.02960428190117596,True
"('EBAY', 'RF')",0.029605391185265846,True
"('DECK', 'FISV')",0.0296095620659704,True
"('WBD', 'UBER')",0.02961339936717115,True
"('SHW', 'FFIV')",0.029621331321835604,True
"('JCI', 'JKHY')",0.029621384154096774,True
"('ROST', 'CDW')",0.029623477638367837,True
"('KDP', 'MS')",0.02962864649290497,True
"('TEL', 'NCLH')",0.02962877789966563,True
"('UPS', 'CNC')",0.02963968622822948,True
"('NSC', 'CNP')",0.02964089167711994,True
"('RCL', 'MRSH')",0.029642473822530248,True
"('AME', 'ZTS')",0.029651638432167365,True
"('AMD', 'CINF')",0.029654829124081336,True
"('RTX', 'AEE')",0.02965957937699879,True
"('HPQ', 'CMS')",0.029660725468336167,True
"('PSX', 'DLR')",0.029662988159675614,True
"('BF-B', 'WYNN')",0.029677644047942573,True
"('LVS', 'CLX')",0.029688952354752593,True
"('C', 'VEEV')",0.029694713872761163,True
"('VST', 'CI')",0.029700388547291144,True
"('BKNG', 'AMAT')",0.029703201374831862,True
"('PNW', 'CI')",0.029703588842393994,True
"('IRM', 'KLAC')",0.02970970993560541,True
"('FICO', 'CINF')",0.029711845922976352,True
"('NEM', 'VICI')",0.02971732066085132,True
"('AIZ', 'TRGP')",0.02971896716521905,True
"('MDT', 'GNRC')",0.029721856497152217,True
"('CL', 'FISV')",0.029736220493157276,True
"('AIZ', 'OKE')",0.029738867853071314,True
"('AMCR', 'O')",0.0297413311857515,True
"('DXCM', 'KR')",0.029744945632123102,True
"('WDAY', 'SHW')",0.029745651082968075,True
"('JPM', 'NUE')",0.02975612930404751,True
"('ACGL', 'CINF')",0.02976462101550877,True
"('ORCL', 'CHD')",0.029773160831154284,True
"('DG', 'UNH')",0.029776843944687558,True
"('V', 'MO')",0.029789417432460302,True
"('MPC', 'FE')",0.029800288874606114,True
"('WDC', 'AKAM')",0.029803709249043155,True
"('RL', 'NUE')",0.029806198468470095,True
"('ORCL', 'TAP')",0.02981078538699711,True
"('PSKY', 'STE')",0.02981457669826152,True
"('IP', 'WAT')",0.0298200218915117,True
"('AWK', 'DOV')",0.029820869862866875,True
"('SNA', 'ORLY')",0.029821705075534454,True
"('DVN', 'CDNS')",0.02982644672585831,True
"('APO', 'AFL')",0.029830811358581004,True
"('DELL', 'ABT')",0.029835772714214344,True
"('DVN', 'PM')",0.029838248256633643,True
"('PANW', 'FSLR')",0.02983936691885113,True
"('VRTX', 'XOM')",0.02984071313788059,True
"('GPN', 'ED')",0.029854058429123424,True
"('CEG', 'BMY')",0.029868807105489666,True
"('ADBE', 'MRNA')",0.02986886745429135,True
"('AXP', 'NSC')",0.029870813588868225,True
"('AMCR', 'PM')",0.029872276649454726,True
"('BAC', 'SCHW')",0.02988400706567221,True
"('C', 'GEHC')",0.02989071626828932,True
"('EQT', 'TDY')",0.029893283049414916,True
"('GPC', 'CI')",0.029894886940143757,True
"('LII', 'ABT')",0.02990746372874118,True
"('PSX', 'CRH')",0.029920404037659012,True
"('PCAR', 'PANW')",0.029925183842739015,True
"('MCK', 'AAPL')",0.029934947306200096,True
"('EW', 'EVRG')",0.029937960564232466,True
"('NWS', 'SBUX')",0.029945652597898182,True
"('CTVA', 'FICO')",0.0299479551579307,True
"('APO', 'PFE')",0.02994924959614788,True
"('NDSN', 'HON')",0.029951872555986442,True
"('APH', 'WDAY')",0.0299577324506798,True
"('SBUX', 'ON')",0.029967544422592512,True
"('DTE', 'OMC')",0.029975306550094023,True
"('GM', 'FE')",0.02997602403895903,True
"('CVNA', 'IBKR')",0.029981029263680625,True
"('PAYX', 'IBKR')",0.03000308953775712,True
"('IRM', 'CI')",0.030008868872979055,True
"('INVH', 'AVB')",0.030010243701728796,True
"('INTU', 'ABT')",0.030025506572968944,True
"('ADSK', 'ROST')",0.03002769782651733,True
"('PNC', 'MS')",0.030028710233948108,True
"('PCG', 'MPWR')",0.030029768267296555,True
"('SYK', 'WM')",0.03003918354322771,True
"('MLM', 'PCG')",0.0300414263837136,True
"('TXN', 'MMM')",0.03004538288531004,True
"('MCK', 'LMT')",0.030047305341799606,True
"('INTC', 'PANW')",0.030053203382570625,True
"('CAH', 'ORLY')",0.030055808308407976,True
"('MAR', 'TRGP')",0.030061663649996816,True
"('ORCL', 'VEEV')",0.030070891412010966,True
"('UNP', 'CRM')",0.03007146091895372,True
"('MGM', 'IDXX')",0.03007270766439181,True
"('TMO', 'PFE')",0.030079231144576935,True
"('CB', 'CDW')",0.030080282609765464,True
"('COF', 'JKHY')",0.030085968774119815,True
"('CL', 'IBKR')",0.030099150921435464,True
"('HUM', 'EQR')",0.030124728161051464,True
"('CIEN', 'TDY')",0.03014852387281035,True
"('RMD', 'BAX')",0.03015151466229205,True
"('BIIB', 'CNP')",0.030153238649138665,True
"('CSCO', 'EBAY')",0.030154262771233956,True
"('STLD', 'KMI')",0.030182737161883962,True
"('BEN', 'IEX')",0.03018982135886248,True
"('GD', 'MU')",0.03019768138357395,True
"('PFE', 'VRT')",0.030203336755403917,True
"('SHW', 'LIN')",0.030218700613593264,True
"('BEN', 'RF')",0.030226434225997714,True
"('TXN', 'DOW')",0.030228222650725046,True
"('WSM', 'KR')",0.0302362889343184,True
"('CIEN', 'TAP')",0.0302414847998221,True
"('SMCI', 'EBAY')",0.030248793245954156,True
"('LDOS', 'TRGP')",0.030249210320988953,True
"('BBY', 'KEYS')",0.03025612213469252,True
"('ROP', 'PH')",0.030258769663729458,True
"('HAL', 'FE')",0.03026044440202711,True
"('MSI', 'CMG')",0.030261022783727262,True
"('TECH', 'AWK')",0.03027244930441171,True
"('GD', 'AEE')",0.030277371726409312,True
"('LOW', 'ROK')",0.030279446618659726,True
"('MU', 'L')",0.030297542992901716,True
"('BA', 'KMI')",0.030299589626167724,True
"('TER', 'JKHY')",0.03030565080798897,True
"('EQIX', 'GE')",0.030306023264653047,True
"('ZBRA', 'WYNN')",0.030307303227359177,True
"('EXR', 'WAT')",0.0303178509656471,True
"('AJG', 'VICI')",0.030328956666627042,True
"('TSLA', 'SRE')",0.03032910889944623,True
"('LIN', 'TSLA')",0.030333856627723896,True
"('PYPL', 'SRE')",0.030340788494463835,True
"('PHM', 'WYNN')",0.030341436209601558,True
"('CHRW', 'GOOGL')",0.030347307665348173,True
"('LULU', 'RSG')",0.030352215706747683,True
"('EW', 'PGR')",0.030353799985950235,True
"('ECL', 'LRCX')",0.030361595182627092,True
"('APO', 'EOG')",0.03036267215102499,True
"('DLR', 'ARES')",0.03036852986124714,True
"('MSCI', 'STLD')",0.03037301457590923,True
"('APTV', 'GPC')",0.03037804664109148,True
"('TMUS', 'WAT')",0.03038691217753801,True
"('ACGL', 'CHRW')",0.030392340059618668,True
"('PSX', 'AOS')",0.03039572256315553,True
"('DAL', 'HON')",0.030397404948951746,True
"('FE', 'EQT')",0.030403127123762114,True
"('HRL', 'XOM')",0.030415257149712105,True
"('IBM', 'VST')",0.03041675210739783,True
"('PH', 'UNH')",0.030424042359983087,True
"('CME', 'RMD')",0.03043049070698723,True
"('SRE', 'WTW')",0.030434168769773597,True
"('GPN', 'AVY')",0.030437250570536492,True
"('MTD', 'PM')",0.030440222540997472,True
"('SMCI', 'BRK-B')",0.03044264252839239,True
"('GEN', 'CTSH')",0.03044629430893157,True
"('AVGO', 'CRM')",0.03045241635109227,True
"('MO', 'MRK')",0.030452538318115858,True
"('V', 'AEE')",0.030458245161223172,True
"('J', 'SLB')",0.03045983077342349,True
"('DD', 'RJF')",0.030468109021232266,True
"('DXCM', 'DRI')",0.030472408094248785,True
"('RL', 'KIM')",0.03048428166281316,True
"('TECH', 'ED')",0.030484446365982076,True
"('BAC', 'ADSK')",0.030484563270864393,True
"('HII', 'DASH')",0.030493172221809632,True
"('VLO', 'IBKR')",0.030501976146438917,True
"('PPG', 'HPQ')",0.030504764553137182,True
"('REG', 'PAYX')",0.03050580538060505,True
"('MDT', 'KR')",0.030508267636164987,True
"('HCA', 'GEHC')",0.030512652727838714,True
"('COF', 'BLK')",0.030518830793556707,True
"('DLR', 'EBAY')",0.03051957438998123,True
"('NDAQ', 'WAT')",0.030528505257846925,True
"('COST', 'NWSA')",0.030532840701189026,True
"('SHW', 'TSLA')",0.030537975643885627,True
"('LVS', 'ADM')",0.030542047064714577,True
"('CHRW', 'PM')",0.030542217481245283,True
"('MCK', 'AVGO')",0.03054372944798283,True
"('MMM', 'PLD')",0.030551765407604646,True
"('WFC', 'MPWR')",0.03055395041606268,True
"('CMI', 'CVS')",0.03055441358389531,True
"('KO', 'DOV')",0.030554746974412707,True
"('BLDR', 'AVB')",0.030554979465074305,True
"('ALB', 'HSIC')",0.030564886227190724,True
"('JCI', 'DOV')",0.030566126307202672,True
"('XEL', 'LMT')",0.030575757864235727,True
"('EL', 'BRO')",0.03057766889709682,True
"('EIX', 'PM')",0.030583153058115795,True
"('PSKY', 'GEHC')",0.030584426126565315,True
"('SYY', 'AES')",0.030585564815004358,True
"('FAST', 'PCAR')",0.030587045098027465,True
"('VRSK', 'META')",0.03058849274575809,True
"('KLAC', 'PHM')",0.030588834985657877,True
"('TSCO', 'COP')",0.0305895446467789,True
"('ULTA', 'EBAY')",0.030590623416080112,True
"('NVR', 'WDAY')",0.03059448122283407,True
"('EXPD', 'GWW')",0.030595358664027638,True
"('LHX', 'TRV')",0.03059590372174327,True
"('CBOE', 'HRL')",0.030596265968528796,True
"('APH', 'KKR')",0.03059700775559049,True
"('LVS', 'CASY')",0.03060647941530913,True
"('VRTX', 'DASH')",0.03061456493259839,True
"('DLR', 'UNH')",0.030620201892452813,True
"('ACN', 'CTSH')",0.030626572355024653,True
"('EQIX', 'AOS')",0.03063160313701774,True
"('NWS', 'JPM')",0.03064202613085873,True
"('IRM', 'PTC')",0.030650600231736054,True
"('SO', 'TPL')",0.030656692785881824,True
"('ES', 'CI')",0.03066369865029908,True
"('LVS', 'WELL')",0.030665697126409062,True
"('UNP', 'NFLX')",0.030670745502006727,True
"('JPM', 'FOXA')",0.030671473439284065,True
"('SBUX', 'LMT')",0.030674012855178373,True
"('PODD', 'FOXA')",0.03068556426181049,True
"('WFC', 'GS')",0.030690233970684107,True
"('HSIC', 'AES')",0.03069448389977276,True
"('CMS', 'FSLR')",0.03069673964941437,True
"('WEC', 'PLTR')",0.03069756267716961,True
"('ORCL', 'TSLA')",0.030700922962171515,True
"('ROP', 'GOOG')",0.030707902569514816,True
"('CCL', 'OTIS')",0.030709313934140677,True
"('UNP', 'XOM')",0.0307113031994808,True
"('GOOG', 'PFE')",0.030716272732431864,True
"('ORCL', 'SRE')",0.03072031424997839,True
"('ACN', 'SPGI')",0.030721601538706234,True
"('DXCM', 'BAX')",0.030759075712834934,True
"('SNPS', 'MU')",0.03077594063063327,True
"('WYNN', 'BRK-B')",0.030780711891967072,True
"('SHW', 'ANET')",0.030792778390888235,True
"('SCHW', 'DHR')",0.030794723264007465,True
"('COST', 'CHRW')",0.03079481488243143,True
"('PEP', 'WYNN')",0.03080117177664531,True
"('PSX', 'LDOS')",0.030802418809053655,True
"('WDAY', 'EBAY')",0.030806664497617566,True
"('VLO', 'CNC')",0.030809962151600413,True
"('FAST', 'NTAP')",0.03081305573559521,True
"('VTR', 'DOW')",0.030813779200521522,True
"('HD', 'NDSN')",0.03082383265057773,True
"('EA', 'GWW')",0.030827766632092947,True
"('EXR', 'EOG')",0.030833685246077307,True
"('SPG', 'DOV')",0.03083469435597114,True
