pair,pvalue,cointegrated
"('EBAY', 'CVS')",0.006346388376465022,True
"('APH', 'HII')",0.006350968680934968,True
"('CBOE', 'FSLR')",0.006357763564225042,True
"('ZBRA', 'NEE')",0.0063649963827890526,True
"('NEM', 'CNP')",0.006372520552717873,True
"('TDG', 'AMAT')",0.006376508083413848,True
"('FICO', 'UNH')",0.006378775274376705,True
"('INTU', 'CTVA')",0.006381231573134948,True
"('HII', 'AAPL')",0.0063872786350952565,True
"('PSX', 'ADSK')",0.006394079225375885,True
"('PLD', 'BALL')",0.006394217427898904,True
"('CASY', 'FANG')",0.0063999053169560465,True
"('BLDR', 'AMAT')",0.006400381256327785,True
"('NDAQ', 'DOW')",0.00641097461109196,True
"('DPZ', 'KMI')",0.006413866121810246,True
"('CMI', 'JKHY')",0.006414935716417509,True
"('FIX', 'PANW')",0.006420884236995324,True
"('CTAS', 'AEE')",0.006421684038618286,True
"('ADSK', 'URI')",0.0064265855113093346,True
"('MDT', 'MRK')",0.006427975647411856,True
"('TPR', 'RMD')",0.006433716857249153,True
"('NUE', 'CI')",0.006434864421848147,True
"('BNY', 'CVS')",0.006444258119887096,True
"('TXN', 'RVTY')",0.0064465916557045165,True
"('D', 'GLW')",0.006448338142651079,True
"('EVRG', 'GPC')",0.006450825900254925,True
"('HUBB', 'INVH')",0.006452211896171027,True
"('TPR', 'DTE')",0.006454363929481147,True
"('NVDA', 'TTWO')",0.006466921754363072,True
"('T', 'EQT')",0.00646967385509907,True
"('D', 'TXN')",0.006470701015943114,True
"('RCL', 'SWK')",0.006477316492528275,True
"('IRM', 'WDAY')",0.006483161788665894,True
"('DXCM', 'XOM')",0.006486661091102932,True
"('CAH', 'SNPS')",0.006499973165527774,True
"('CIEN', 'INVH')",0.006505060440031796,True
"('PSKY', 'META')",0.006512562797335309,True
"('BKNG', 'FOXA')",0.006514885200702819,True
"('ACGL', 'PSKY')",0.00651504040147666,True
"('HUBB', 'WBD')",0.0065161238561068455,True
"('CCI', 'IFF')",0.006517285439965239,True
"('TSN', 'PYPL')",0.00652517438962612,True
"('FFIV', 'AEE')",0.006529911551780842,True
"('STLD', 'KR')",0.006532429714147573,True
"('KDP', 'FCX')",0.006532973150258366,True
"('TPR', 'CNP')",0.006538561542405716,True
"('ALGN', 'PFE')",0.006539002271649245,True
"('TECH', 'FSLR')",0.006543763330843901,True
"('PANW', 'TTWO')",0.006545645595056999,True
"('PYPL', 'MRNA')",0.006547862955974636,True
"('MDT', 'DTE')",0.006551335417948574,True
"('COST', 'TT')",0.006551630727945017,True
"('BSX', 'WM')",0.006551654629666877,True
"('MCK', 'PLTR')",0.006554328068573902,True
"('TRGP', 'FSLR')",0.006558986551167782,True
"('CDNS', 'HSIC')",0.006565920459451602,True
"('MS', 'CRL')",0.006567593378942812,True
"('XEL', 'EQT')",0.006571026996706285,True
"('PYPL', 'DGX')",0.0065747855482714,True
"('LVS', 'TRGP')",0.006584016048352433,True
"('ACN', 'DDOG')",0.006592494362968732,True
"('PYPL', 'AEP')",0.006596719871347661,True
"('CPRT', 'META')",0.006609641986272398,True
"('ULTA', 'LMT')",0.006610319214690442,True
"('DTE', 'IVZ')",0.006611625125824304,True
"('ACGL', 'VICI')",0.0066170434741065366,True
"('AMCR', 'DOW')",0.006617792068206736,True
"('UBER', 'FICO')",0.006632054505919254,True
"('NTAP', 'CTSH')",0.00663790523204127,True
"('FRT', 'USB')",0.006647276969133128,True
"('CNC', 'OKE')",0.006647705880955612,True
"('PNR', 'CPAY')",0.006653358339308882,True
"('IR', 'AMZN')",0.006656134781356849,True
"('IRM', 'UBER')",0.006656848384093815,True
"('EXR', 'VICI')",0.006658734688925423,True
"('ADBE', 'ARES')",0.0066693735199034225,True
"('EME', 'CTVA')",0.006669654488353489,True
"('V', 'MU')",0.006671353804425791,True
"('FRT', 'HBAN')",0.006675755487626583,True
"('DTE', 'TXN')",0.006682281082806941,True
"('SNA', 'PCG')",0.006683690559266262,True
"('IDXX', 'OTIS')",0.0066906548502737315,True
"('NWS', 'FSLR')",0.00669408571652572,True
"('CASY', 'TRGP')",0.006703625478680279,True
"('IBM', 'FDS')",0.0067152385178661,True
"('ORCL', 'TTD')",0.006722988594854443,True
"('PSX', 'CTSH')",0.006728325063701129,True
"('PTC', 'MCO')",0.006731953069771514,True
"('TYL', 'AAPL')",0.006731966363401293,True
"('BF-B', 'FOXA')",0.006735687367909592,True
"('MTD', 'PFE')",0.0067370105854361205,True
"('CHRW', 'UNH')",0.006742374397654422,True
"('PYPL', 'PM')",0.006742948263625017,True
"('IDXX', 'CNP')",0.0067501493721637195,True
"('PAYX', 'NUE')",0.0067527922270511345,True
"('ETR', 'GEHC')",0.006754004225566251,True
"('INTU', 'CRH')",0.00676115053701913,True
"('UBER', 'ROP')",0.006761524661312814,True
"('MMM', 'FRT')",0.006761584216408226,True
"('PCG', 'CHD')",0.006763465882653869,True
"('PFG', 'NUE')",0.006769105554920006,True
"('NTRS', 'CINF')",0.006774704802973258,True
"('UNP', 'MPWR')",0.006777783164657159,True
"('CLX', 'FSLR')",0.006783407064883976,True
"('ISRG', 'EQIX')",0.006793074834731731,True
"('CB', 'KR')",0.006799074607810354,True
"('PSKY', 'LMT')",0.006801638009257778,True
"('WBD', 'ETR')",0.006801667785435623,True
"('WDAY', 'ZTS')",0.0068025127717652855,True
"('SNA', 'SPGI')",0.006802741397137434,True
"('CTVA', 'UNH')",0.006803660934350589,True
"('WDC', 'HIG')",0.006805579841863046,True
"('COST', 'NTAP')",0.00681104111164065,True
"('EXR', 'CMS')",0.006821141825002656,True
"('DVA', 'OTIS')",0.006821917368806045,True
"('MSI', 'AOS')",0.0068236327799805,True
"('PHM', 'MU')",0.006824759910038449,True
"('ALGN', 'ECHO')",0.006827900032033633,True
"('IBM', 'ARES')",0.006828140854626667,True
"('PODD', 'FANG')",0.006829791164899755,True
"('ROP', 'LIN')",0.006830247087076207,True
"('MMM', 'JKHY')",0.006831631799039156,True
"('LEN', 'CRM')",0.006832771818493363,True
"('DD', 'ADP')",0.006833351132321793,True
"('VRSK', 'NVDA')",0.006834892900353141,True
"('HCA', 'CNP')",0.0068350956695230345,True
"('MAS', 'SWK')",0.006839574015472407,True
"('DG', 'FE')",0.0068401188649233145,True
"('EME', 'FDX')",0.006844267308346462,True
"('PANW', 'WYNN')",0.006862948251138588,True
"('WDC', 'KR')",0.0068662776530608325,True
"('SHW', 'MPWR')",0.006873749404399578,True
"('EXPD', 'FISV')",0.006875652719300051,True
"('BBY', 'SW')",0.0068796836806059225,True
"('NWS', 'CNC')",0.0068850108470878725,True
"('CTVA', 'LII')",0.006890280224452291,True
"('EQIX', 'VMC')",0.00689207699187458,True
"('SPG', 'MPWR')",0.006895200355647095,True
"('HAS', 'JNJ')",0.006895338469077162,True
"('NEE', 'AWK')",0.006896492152646355,True
"('AMZN', 'CTVA')",0.006896666843576138,True
"('ROST', 'WYNN')",0.006899121212570632,True
"('EG', 'PSA')",0.006906729551517309,True
"('PANW', 'PFE')",0.006910503259344245,True
"('CCL', 'MRVL')",0.006911630251345894,True
"('CBOE', 'EBAY')",0.00691628092387226,True
"('EW', 'CNP')",0.006926489050711357,True
"('GLW', 'LUV')",0.006926628486401488,True
"('PCG', 'BSX')",0.0069283480338752325,True
"('WBD', 'FDX')",0.006929851417686571,True
"('RF', 'CRL')",0.0069309156542389375,True
"('IT', 'CNC')",0.0069349261604341505,True
"('MCHP', 'XOM')",0.006944266572281077,True
"('IQV', 'MMM')",0.006946291318049683,True
"('LLY', 'FE')",0.006950045163182904,True
"('LEN', 'DDOG')",0.006952251725158227,True
"('CDNS', 'EBAY')",0.006960312587648829,True
"('ABT', 'JKHY')",0.006962684377975143,True
"('NSC', 'HON')",0.006968166078054634,True
"('GE', 'GOOGL')",0.00697575599776169,True
"('PNW', 'CNC')",0.006977250132573791,True
"('STZ', 'ORCL')",0.006981923330899634,True
"('ROK', 'BAX')",0.006983317558996947,True
"('PAYX', 'CTSH')",0.006984970145404338,True
"('CBOE', 'BMY')",0.00699541870260757,True
"('O', 'PSA')",0.006997277360144335,True
"('DG', 'FSLR')",0.007002573218696991,True
"('WDC', 'AFL')",0.007005839841717615,True
"('ERIE', 'PFE')",0.007007299766269149,True
"('DGX', 'DIS')",0.007017682743036718,True
"('NFLX', 'LRCX')",0.007018021250233597,True
"('CTVA', 'GOOGL')",0.007018397015123837,True
"('PODD', 'CHRW')",0.007024356832518226,True
"('LDOS', 'PFE')",0.007031724777402082,True
"('LII', 'AEE')",0.007032694890333417,True
"('AJG', 'CTVA')",0.007036710620215913,True
"('ROP', 'LRCX')",0.007040881346479813,True
"('GEHC', 'COP')",0.007041820952133764,True
"('NDAQ', 'SBAC')",0.007042614095554283,True
"('LIN', 'META')",0.007043149125855998,True
"('UNP', 'PH')",0.007063518721447693,True
"('CMCSA', 'BRO')",0.0070672070436242785,True
"('NEE', 'MAA')",0.007070937117040288,True
"('DHI', 'CRM')",0.007074570039577797,True
"('SWK', 'JNJ')",0.00707864138816214,True
"('ALLE', 'NSC')",0.007078796037825882,True
"('AMAT', 'CTVA')",0.007080059649608227,True
"('FOXA', 'UNH')",0.007087463128461389,True
"('DLR', 'FSLR')",0.007088842554497079,True
"('ADSK', 'CNC')",0.0070935099234109,True
"('STLD', 'LHX')",0.007100386699820404,True
"('DIS', 'GE')",0.0071014367053647,True
"('APO', 'TJX')",0.00710429431241991,True
"('LLY', 'CHRW')",0.007104485055538484,True
"('STLD', 'MET')",0.007109438806467671,True
"('NDAQ', 'DUK')",0.007114041912179968,True
"('VRTX', 'LIN')",0.007115216429058929,True
"('STX', 'IT')",0.007117302616291481,True
"('FITB', 'DOV')",0.007119177894748957,True
"('COST', 'FFIV')",0.0071194370651705245,True
"('TROW', 'SW')",0.007122045752876124,True
"('EXPD', 'NFLX')",0.007128704050493614,True
"('WDC', 'WRB')",0.007132779097187968,True
"('CMI', 'COHR')",0.007133503431874198,True
"('WBD', 'CVS')",0.007135248683825505,True
"('KMI', 'SW')",0.007137577264246011,True
"('AMAT', 'RCL')",0.007138754820268292,True
"('DECK', 'UNH')",0.007142062607722253,True
"('CSGP', 'AAPL')",0.007154345654013845,True
"('REG', 'CNC')",0.00715586380394446,True
"('REG', 'HD')",0.007156683485030358,True
"('RVTY', 'PYPL')",0.007158662606045311,True
"('LII', 'DASH')",0.007159885619654109,True
"('BXP', 'CI')",0.00716003870247122,True
"('HOOD', 'JNJ')",0.0071651526089846415,True
"('SHW', 'MAR')",0.007167040439638158,True
"('UBER', 'WYNN')",0.007168807462870029,True
"('COR', 'PLTR')",0.007170471244525726,True
"('SNA', 'ECL')",0.007171625181427802,True
"('ADM', 'DE')",0.00717620872658403,True
"('KLAC', 'COR')",0.0071836119094551365,True
"('RTX', 'RMD')",0.007186951468154164,True
"('IRM', 'IR')",0.007188716638683254,True
"('AIZ', 'HLT')",0.007189356931960144,True
"('META', 'WYNN')",0.007190532120095382,True
"('INTU', 'VST')",0.007195218972950919,True
"('WFC', 'KIM')",0.007198828737331061,True
"('NDSN', 'NCLH')",0.007215457470943378,True
"('PSKY', 'APP')",0.007225273193670097,True
"('CAH', 'MU')",0.00723555195547911,True
"('SW', 'DOV')",0.007237272742404752,True
"('J', 'LMT')",0.007240476997447068,True
"('APO', 'SBUX')",0.007240673489696185,True
"('PHM', 'TTWO')",0.007241567743199729,True
"('HBAN', 'NUE')",0.0072465209885513426,True
"('NVR', 'SYK')",0.007250918661220334,True
"('BLDR', 'INVH')",0.007253108553161612,True
"('WBD', 'CMG')",0.007253295680440219,True
"('AVY', 'LDOS')",0.007256237143009399,True
"('RSG', 'MU')",0.007262156427733967,True
"('EMR', 'CVNA')",0.0072628134688075665,True
"('AIZ', 'CNC')",0.0072683402175287865,True
"('SO', 'PCG')",0.007269449962112241,True
"('C', 'CMS')",0.007273175717569418,True
"('XYZ', 'CVS')",0.007281753930937859,True
"('VRTX', 'BSX')",0.007283031662842615,True
"('RL', 'MPWR')",0.007292329062358095,True
"('CTAS', 'NTAP')",0.007302613992771235,True
"('META', 'CINF')",0.007305536151397642,True
"('C', 'MMM')",0.0073055815136633,True
"('IDXX', 'DOV')",0.007309939464204484,True
"('TROW', 'JKHY')",0.0073109790486956,True
"('PODD', 'ES')",0.007312615922651192,True
"('ADM', 'EBAY')",0.007315592715468362,True
"('PTC', 'FOXA')",0.007320992410773315,True
"('UPS', 'CMS')",0.007321239120994234,True
"('V', 'UNH')",0.007324291832101568,True
"('GS', 'NUE')",0.007329707454019621,True
"('CMI', 'NUE')",0.0073325988523939125,True
"('TT', 'WYNN')",0.00733513895445115,True
"('WDC', 'UNH')",0.00734111242374188,True
"('LII', 'VRT')",0.0073517350396986696,True
"('HII', 'MU')",0.007356450186100762,True
"('CDNS', 'CHRW')",0.007360598222399381,True
"('WAB', 'CTSH')",0.007363623427556663,True
"('UNH', 'BAX')",0.007366292964231254,True
"('APO', 'FSLR')",0.007368477429212424,True
"('SNA', 'INVH')",0.007381957648705591,True
"('SJM', 'FOXA')",0.007390384055285241,True
"('FICO', 'CRWD')",0.0073969749793405155,True
"('LIN', 'CRM')",0.00739781318306994,True
"('EL', 'PLTR')",0.00740270188561075,True
"('CFG', 'DOV')",0.00740834767196611,True
"('COO', 'CNP')",0.007409510805921785,True
"('EQIX', 'HUM')",0.007410185979725752,True
"('CDNS', 'WYNN')",0.007410347224556254,True
"('FICO', 'GRMN')",0.007413766620938061,True
"('CDNS', 'GE')",0.007414910470936097,True
"('ALLE', 'IDXX')",0.007427438323234954,True
"('ROL', 'CL')",0.007437771695046024,True
"('HD', 'ZTS')",0.007448881258270127,True
"('BR', 'ETN')",0.007450586637759487,True
"('CDNS', 'FIX')",0.007455554945122874,True
"('BAC', 'KIM')",0.007457059480151192,True
"('FOX', 'DE')",0.007460927209206712,True
"('USB', 'SW')",0.007469690246968861,True
"('IBM', 'L')",0.007474524015501844,True
"('AJG', 'CHRW')",0.007476650108480787,True
"('DIS', 'CINF')",0.007482316850469254,True
"('CTVA', 'TRGP')",0.0074833596065894065,True
"('DELL', 'MCK')",0.007490952273277666,True
"('BAC', 'VTR')",0.007497394927566101,True
"('PWR', 'INVH')",0.007504247992267733,True
"('BKNG', 'ZTS')",0.00750467012346692,True
"('NVR', 'WBD')",0.007504721804589225,True
"('J', 'AEP')",0.007507164986087558,True
"('ROST', 'OKE')",0.007514884627590727,True
"('PPG', 'DVA')",0.0075219972060981705,True
"('BAC', 'DOV')",0.007523174506465267,True
"('WBD', 'BRK-B')",0.007525405859693625,True
"('EL', 'WYNN')",0.007526242107834497,True
"('STX', 'WRB')",0.007532028409823673,True
"('EXPD', 'PHM')",0.007532689471008931,True
"('WEC', 'RTX')",0.007535190756515616,True
"('DIS', 'PFE')",0.007537717224457855,True
"('ISRG', 'CMG')",0.0075405297860586945,True
"('MDT', 'TECH')",0.007540654612612659,True
"('JBL', 'UNH')",0.007542115439534892,True
"('BA', 'MCHP')",0.007543856491530637,True
"('WELL', 'NTAP')",0.007546434340194988,True
"('CVS', 'WAT')",0.0075472289575299,True
"('EIX', 'YUM')",0.007550717278832249,True
"('AVY', 'HIG')",0.007563479536073848,True
"('AFL', 'ARES')",0.007565440454314492,True
"('SWKS', 'ACGL')",0.007565666264120703,True
"('SHW', 'PH')",0.007570707808012634,True
"('AMGN', 'OKE')",0.007577841078819674,True
"('ADP', 'SLB')",0.007578997839310123,True
"('GE', 'GOOG')",0.0075843756933329145,True
"('DHI', 'XOM')",0.007588854346102033,True
"('FITB', 'CNC')",0.007592208122633695,True
"('CDNS', 'WELL')",0.00760340981966076,True
"('CAT', 'NUE')",0.007606596688571965,True
"('SJM', 'WEC')",0.007610764157518009,True
"('ODFL', 'CARR')",0.0076147547532613635,True
"('ODFL', 'TRGP')",0.007619807620844489,True
"('V', 'WYNN')",0.007622022412411666,True
"('AIG', 'WYNN')",0.007630540086416708,True
"('PCG', 'DRI')",0.007630943110464661,True
"('CCI', 'NKE')",0.0076327216005017415,True
"('TJX', 'AEE')",0.0076327272323338845,True
"('WDC', 'CTSH')",0.007638533167864961,True
"('IR', 'CTSH')",0.007639806647862042,True
"('PG', 'CINF')",0.0076421003702847904,True
"('PCAR', 'WYNN')",0.007644150041584451,True
"('DLR', 'TJX')",0.007646382177659798,True
"('ALB', 'GPC')",0.007647458684915349,True
"('CHRW', 'MAA')",0.007647859907403609,True
"('PANW', 'GE')",0.007649019196059094,True
"('GS', 'DOV')",0.007652019129142413,True
"('FOX', 'MU')",0.00765364439027429,True
"('COF', 'CNC')",0.0076581604930675805,True
"('ACGL', 'TMO')",0.007661755922040986,True
"('AXP', 'DOV')",0.007665612362939163,True
"('DLR', 'MAR')",0.00767891384489316,True
"('MDT', 'JNJ')",0.007680059578061017,True
"('AKAM', 'AFL')",0.007684348233036428,True
"('ITW', 'SWK')",0.007685046641820055,True
"('NCLH', 'HON')",0.007685879301405174,True
"('INTC', 'WYNN')",0.0076865894334666686,True
"('LH', 'ADSK')",0.0076866594122586675,True
"('IDXX', 'JKHY')",0.007690938638384686,True
"('VRSK', 'FE')",0.007691109758471308,True
"('EQIX', 'LEN')",0.0076946061236247264,True
"('MAS', 'MPWR')",0.007695228742125853,True
"('DELL', 'SNPS')",0.007698556873928071,True
"('DELL', 'VST')",0.0077005818883959624,True
"('CASY', 'GPC')",0.007706942228095333,True
"('TAP', 'CINF')",0.00770709559841386,True
"('AVY', 'NUE')",0.007716168799152846,True
"('GLW', 'LITE')",0.007716710239666535,True
"('KMI', 'NUE')",0.007717591140670994,True
"('WBD', 'FANG')",0.0077180836642235726,True
"('AOS', 'DDOG')",0.0077181740037849545,True
"('IP', 'OKE')",0.00772088238590774,True
"('JPM', 'WAB')",0.007721180786776914,True
"('EVRG', 'TSCO')",0.00772376808629392,True
"('DGX', 'DOV')",0.007724734651464808,True
"('HD', 'AAPL')",0.007725043444251908,True
"('MAA', 'UNH')",0.007728318389694219,True
"('PHM', 'CRM')",0.007732780255625123,True
"('CBOE', 'GPC')",0.0077348711301885,True
"('ODFL', 'CI')",0.007736257591692717,True
"('CMCSA', 'BRK-B')",0.007737002441201045,True
"('CHRW', 'CEG')",0.007745007878412027,True
"('DELL', 'JBL')",0.007749276643604232,True
"('TJX', 'CMCSA')",0.007749595256552214,True
"('KDP', 'DOV')",0.007754466370333147,True
"('GOOG', 'WYNN')",0.007757724130963807,True
"('PSX', 'ERIE')",0.0077579976584930205,True
"('IT', 'PTC')",0.007765091593381118,True
"('AME', 'LYV')",0.007766496897189792,True
"('CTAS', 'ANET')",0.007781558651268326,True
"('WDAY', 'PH')",0.007783091643315966,True
"('VICI', 'AES')",0.0077855011075774775,True
"('D', 'VICI')",0.007789515324975316,True
"('WEC', 'FSLR')",0.007790991406186244,True
"('SHW', 'MA')",0.007797420261653497,True
"('DECK', 'LIN')",0.007803577935511457,True
"('IQV', 'NUE')",0.007803944791427521,True
"('PNC', 'CNC')",0.0078080350370774996,True
"('SWKS', 'AES')",0.007810121076574437,True
"('SNA', 'RCL')",0.00781087092546441,True
"('MGM', 'EG')",0.007815653251872234,True
"('NWSA', 'CI')",0.007816644353233702,True
"('COP', 'ADP')",0.007832032475672808,True
"('ZBRA', 'AEP')",0.007832068461154054,True
"('CMG', 'FOXA')",0.007833171447532795,True
"('UNH', 'BMY')",0.007833863010827053,True
"('HII', 'KKR')",0.007834427816619145,True
"('CPRT', 'FOXA')",0.007840591186179769,True
"('VEEV', 'DIS')",0.007844621021080389,True
"('TSN', 'PM')",0.007846826723693487,True
"('EQIX', 'PCG')",0.007850722552208905,True
"('ACN', 'GE')",0.007851554751370766,True
"('CMG', 'CINF')",0.007851827374740605,True
"('FAST', 'FOXA')",0.007867971028421836,True
"('VRSK', 'TTD')",0.007880435433864155,True
"('HII', 'GWW')",0.007886069694089308,True
"('AIZ', 'PKG')",0.007889519154029431,True
"('EXPE', 'AMP')",0.007890290764311015,True
"('IT', 'AOS')",0.007893347680567235,True
"('PCG', 'AAPL')",0.007896234856514368,True
"('EXPD', 'MCO')",0.007899775903561505,True
"('CMG', 'XOM')",0.007901514103277208,True
"('IBM', 'DASH')",0.007903510815817007,True
"('RTX', 'FANG')",0.007912747316821971,True
"('HUM', 'AVB')",0.007913366008797941,True
"('HSY', 'CDW')",0.007914780048765314,True
"('AMZN', 'DASH')",0.00791863277522214,True
"('CVNA', 'PAYX')",0.00792534204672847,True
"('IRM', 'WELL')",0.00793448525361642,True
"('COST', 'UNP')",0.00793611961126851,True
"('EQIX', 'TDG')",0.007939649517792297,True
"('AJG', 'TXN')",0.007939899604970505,True
"('CHTR', 'ABT')",0.00794417034931434,True
"('WEC', 'CEG')",0.007955058070799414,True
"('PSX', 'GPN')",0.007958960160044694,True
"('PSX', 'FSLR')",0.007964198978850727,True
"('V', 'NTAP')",0.007964591744009803,True
"('JBL', 'CEG')",0.007969506536429919,True
"('AWK', 'CMS')",0.007974636634589914,True
"('AME', 'AVB')",0.007979929144777149,True
"('FAST', 'CTAS')",0.007982834326539744,True
"('IBM', 'BX')",0.007985229222088216,True
"('EIX', 'JNJ')",0.007991210167194973,True
"('MA', 'WYNN')",0.007993587842182012,True
"('MSFT', 'FOXA')",0.007994139177608587,True
"('KR', 'CI')",0.007998038830424662,True
"('EA', 'SO')",0.008002137164219892,True
"('VRTX', 'GE')",0.008006393981557267,True
"('HSIC', 'FOXA')",0.008014106695650234,True
"('ALB', 'HRL')",0.008015885001702997,True
"('COST', 'INTU')",0.008021851043964287,True
"('STLD', 'FITB')",0.008026778804332321,True
"('ULTA', 'EXE')",0.008029040533123602,True
"('COHR', 'HON')",0.008037340966221669,True
"('PM', 'DGX')",0.008038956919636695,True
"('BA', 'ITW')",0.008041031579578759,True
"('WYNN', 'CTSH')",0.008045113220485694,True
"('ADSK', 'HII')",0.008052793452987497,True
"('JBHT', 'CI')",0.008066962115859859,True
"('PEP', 'FSLR')",0.008079936090929801,True
"('FDS', 'L')",0.008088154252519167,True
"('GNRC', 'OTIS')",0.008088423841146044,True
"('HSY', 'TRGP')",0.008091500916192025,True
"('NTAP', 'ARES')",0.00809322297033026,True
"('NWS', 'CI')",0.008094073848773878,True
"('COIN', 'ZTS')",0.00809890483774541,True
"('STZ', 'AON')",0.008100790172327675,True
"('NKE', 'TSLA')",0.00810792121848821,True
"('APTV', 'MU')",0.008116350566225495,True
"('CBRE', 'DOW')",0.008118107835376465,True
"('MAS', 'FISV')",0.008123841560075,True
"('PSKY', 'FDX')",0.008127255471312328,True
"('ITW', 'WY')",0.008128096371203344,True
"('MTB', 'VTRS')",0.008138569422162956,True
"('AJG', 'EBAY')",0.008143035519510403,True
"('CIEN', 'TTD')",0.00814555307662267,True
"('TJX', 'WELL')",0.00815016379026106,True
"('PTC', 'JPM')",0.008156357801754178,True
"('UAL', 'TXN')",0.008158117792265314,True
"('TER', 'DE')",0.008163580061984439,True
"('HBAN', 'CRL')",0.008167533052428688,True
"('APH', 'CTSH')",0.00816860559179189,True
"('MO', 'TXN')",0.008174525003249495,True
"('ODFL', 'ED')",0.008177662215425553,True
"('TDG', 'HWM')",0.008180607244546383,True
"('INTU', 'AEE')",0.008190978391730044,True
"('SYK', 'MCD')",0.008193349798849845,True
"('FANG', 'PKG')",0.008193735678116985,True
"('CTAS', 'HLT')",0.008195589963848797,True
"('ULTA', 'CNP')",0.008198861238487364,True
"('FAST', 'XOM')",0.008202053796475085,True
"('LII', 'SNPS')",0.00820738459607439,True
"('UNP', 'AMAT')",0.00820819962995077,True
"('FRT', 'VTRS')",0.008214361982924797,True
"('ZBRA', 'PM')",0.008220686770481375,True
"('TROW', 'MGM')",0.008229136308127325,True
"('SO', 'AAPL')",0.008229178041205367,True
"('RL', 'ZTS')",0.008231972923037423,True
"('ETN', 'CVNA')",0.008233048680491918,True
"('CMS', 'AES')",0.008233598906676461,True
"('MCHP', 'MPWR')",0.008234387794687622,True
"('WELL', 'AKAM')",0.008236530853441306,True
"('FOX', 'BAX')",0.00824051055466453,True
"('ACN', 'RCL')",0.008247136879757599,True
"('ETN', 'ARES')",0.008250228343308866,True
"('FIX', 'FOXA')",0.008253982758600769,True
"('ANET', 'VST')",0.008255000985636229,True
"('KLAC', 'MU')",0.008262770003452123,True
"('APTV', 'ECHO')",0.008265544315016037,True
"('BR', 'WEC')",0.008269419597119698,True
"('BAC', 'FIS')",0.00828366439704525,True
"('LII', 'MU')",0.008287070937161838,True
"('FIX', 'AVGO')",0.008289664878720425,True
"('PHM', 'DDOG')",0.00829414689859618,True
"('RMD', 'AEP')",0.008299337889482068,True
"('BG', 'XEL')",0.008305132823573359,True
"('BLDR', 'HWM')",0.008310550474198231,True
"('BKNG', 'CTVA')",0.008312017787727086,True
"('SCHW', 'CVS')",0.008320446606418223,True
"('DASH', 'MU')",0.008340188663240917,True
"('TDG', 'FOXA')",0.008340402157011293,True
"('META', 'ORLY')",0.008343090355496222,True
"('TXN', 'SJM')",0.00834526834652765,True
"('MRNA', 'CINF')",0.008347618412450238,True
"('AMCR', 'SRE')",0.008347999825875287,True
"('MET', 'OKE')",0.008348276521472367,True
"('ALB', 'GE')",0.008359436933550983,True
"('LVS', 'J')",0.008362223920040794,True
"('MPC', 'EBAY')",0.008376755839132166,True
"('IDXX', 'NSC')",0.008384900813547902,True
"('TXT', 'FSLR')",0.008397837828431669,True
"('XYL', 'TEL')",0.008402455555520705,True
"('ALLE', 'COF')",0.008404119511929348,True
"('EVRG', 'UNH')",0.008408893534562693,True
"('RVTY', 'FSLR')",0.008412405927940967,True
"('EXPD', 'MLM')",0.008412408266473239,True
"('IDXX', 'SW')",0.008412431645668478,True
"('PTC', 'CNC')",0.008418479906123646,True
"('IR', 'PHM')",0.008424008920624186,True
"('ROST', 'KKR')",0.008439486022134894,True
"('DXCM', 'IDXX')",0.008441969068004002,True
"('WELL', 'CHRW')",0.00844535225040006,True
"('CMCSA', 'CVNA')",0.008447142247432772,True
"('MSFT', 'TTWO')",0.00844936941724654,True
"('UAL', 'EQR')",0.008453519379745204,True
"('TPR', 'MO')",0.008455798276381026,True
"('PSKY', 'TGT')",0.008474856800137993,True
"('FOX', 'RVTY')",0.008481166201175557,True
"('PSKY', 'AAPL')",0.008482094882968102,True
"('TJX', 'FSLR')",0.008483558457309439,True
"('TXN', 'CNP')",0.008493204770392343,True
"('NWS', 'AFL')",0.008497929807282787,True
"('MPC', 'FANG')",0.008499223123670303,True
"('GLW', 'CMS')",0.008501500505622974,True
"('EMR', 'CPAY')",0.008505800246399648,True
"('PSKY', 'NEM')",0.008507976737559422,True
"('BDX', 'JNJ')",0.00852413870236198,True
"('HCA', 'JNJ')",0.008526126327135891,True
"('TXN', 'JNJ')",0.008534470938938827,True
"('MRVL', 'VMC')",0.008541472073880958,True
"('FIX', 'LIN')",0.008542858218264972,True
"('PYPL', 'FOXA')",0.008551592214886317,True
"('TRGP', 'WMB')",0.008553392047717328,True
"('EQIX', 'DVA')",0.008553758351962093,True
"('COIN', 'ITW')",0.008557407681864353,True
"('MMM', 'BALL')",0.008561720434959348,True
"('FTV', 'STE')",0.008565658924008335,True
"('SBUX', 'PPL')",0.008575784150183601,True
"('GS', 'QCOM')",0.008579243563426155,True
"('WBD', 'PANW')",0.008583086166918046,True
"('QCOM', 'HON')",0.008589922019136338,True
"('TJX', 'WEC')",0.008591631580403271,True
"('ZBRA', 'GLW')",0.008595347734861909,True
"('FANG', 'OMC')",0.008596233291525802,True
"('MTB', 'DOV')",0.00859647954636068,True
"('TSN', 'EBAY')",0.008597529722566296,True
"('C', 'DGX')",0.0085987456919971,True
"('SMCI', 'FDX')",0.008599167885877581,True
"('WBD', 'ORLY')",0.008608784159733663,True
"('MTD', 'EQT')",0.008609519906349995,True
