Date;Spread;Z-Score;Signal;Px;Py;Portfolio Value
2024-01-02;719.7237231491496;;;62.64858627319336;295.5907287597656;2500.0
2024-01-03;701.2516021177543;;;63.28373336791992;289.45208740234375;2500.0
2024-01-04;709.5319783583052;;;62.51627731323242;291.8922119140625;2500.0
2024-01-05;728.1920937546561;;;63.15141296386719;298.9174499511719;2500.0
2024-01-08;728.8135977702206;;;62.86912155151367;298.95556640625;2500.0
2024-01-09;728.1833840283119;;;62.09285736083984;298.2310791015625;2500.0
2024-01-10;713.5813384993521;;;62.50747299194336;293.32208251953125;2500.0
2024-01-11;713.8825663008693;;;61.85468673706055;293.00750732421875;2500.0
2024-01-12;706.6320654381154;;;62.32221984863281;290.7388916015625;2500.0
2024-01-16;713.5078735224027;;;61.39597702026367;292.5785827636719;2500.0
2024-01-17;718.5159610562482;;;60.91962432861328;294.0465393066406;2500.0
2024-01-18;716.611601782061;;;62.85148620605469;294.618408203125;2500.0
2024-01-19;699.6797169689066;;;61.78411483764648;287.9268493652344;2500.0
2024-01-22;708.7255199562186;;;61.201908111572266;290.7579040527344;2500.0
2024-01-23;707.6741988351375;;;60.849063873291016;290.1574401855469;2500.0
2024-01-24;708.1358572679886;;;60.74320983886719;290.2527770996094;2500.0
2024-01-25;689.8945391094696;;;62.00464630126953;284.6002197265625;2500.0
2024-01-26;687.6369568723582;;;62.136962890625;283.8852844238281;2500.0
2024-01-29;690.1612413406584;;;62.31591796875;284.89569091796875;2500.0
2024-01-30;690.0562072137373;-1.4732265383836003;;62.47695541381836;284.96240234375;2500.0
2024-01-31;698.0076989842836;-0.7732157735467525;;61.063323974609375;286.86883544921875;2500.0
2024-02-01;714.7605908554939;0.4797221284072128;;61.26910781860352;292.9407958984375;2500.0
2024-02-02;759.4888949155434;2.82140053315338;SELL;61.099117279052734;308.6878662109375;2497.5
2024-02-05;752.9043161161495;2.1114479961471715;;60.92017364501953;306.238037109375;2493.744357815088
2024-02-06;770.1151004234844;2.429104466438932;;60.78596878051758;312.25286865234375;2510.005608599866
2024-02-07;777.1231609988251;2.251304518833532;;61.32278823852539;315.0838317871094;2510.2942942368427
2024-02-08;781.1012044409299;2.0053822386234277;;61.70750427246094;316.742431640625;2509.6016509030164
2024-02-09;788.0855687441558;1.8939479754580084;;61.77013397216797;319.2589111328125;2514.946998871283
2024-02-12;792.3850833556888;1.740651258022205;;62.834835052490234;321.47039794921875;2507.2507619135276
2024-02-13;794.063968524606;1.5658115721437216;;62.1638069152832;321.6324462890625;2515.8814427673587
2024-02-14;797.8663300378423;1.4701007084841555;;61.832767486572266;322.7667541503906;2522.700955245747
2024-02-15;796.2762228899692;1.2825900306474116;;63.57742691040039;323.3291931152344;2502.6515463053915
2024-02-16;799.8429462968518;1.2260007861346185;;64.40950012207031;325.1307373046875;2496.814835681558
2024-02-20;801.030709126393;1.1289389966147354;;64.14110565185547;325.3785705566406;2500.711559690312
2024-02-21;803.817273463955;1.0751375023439471;;65.60840606689453;327.3135681152344;2487.4015919611206
2024-02-22;799.9015909769497;0.8952686766768554;;65.95733642578125;326.150634765625;2480.292916278632
2024-02-23;806.7160836929022;0.95699627004109;;65.28631591796875;328.1333312988281;2493.3470208730455
2024-02-26;801.6244998499254;0.7679466064850733;;65.23262786865234;326.29364013671875;2489.5362640756102
2024-02-27;795.0247320425902;0.5325894978380439;;66.53890991210938;324.797119140625;2469.865468388156
2024-02-28;779.9407647927144;-0.0191403206928599;EXIT;66.53890991210938;319.44964599609375;2456.9136674054407
2024-02-29;781.4345798235877;-0.1465502578929668;;67.20992279052734;320.412353515625;2456.9136674054407
2024-03-01;772.8677957419518;-0.9698099485879378;;67.2188491821289;317.3810729980469;2456.9136674054407
2024-03-04;780.8632909123736;-0.5651652902997574;;68.49828338623047;321.04144287109375;2456.9136674054407
2024-03-05;772.090475348653;-1.5021331316721287;;69.3572006225586;318.48577880859375;2456.9136674054407
2024-03-06;791.1195908066715;0.042976100727426;;69.41981506347656;325.27227783203125;2456.9136674054407
2024-03-07;799.247888861782;0.7203159461119979;;69.28563690185547;328.0672607421875;2456.9136674054407
2024-03-08;797.1389534997126;0.450989464856582;;69.03510284423828;327.15789794921875;2456.9136674054407
2024-03-11;798.2230446823771;0.5070483613617672;;69.15142822265625;327.6173095703125;2456.9136674054407
2024-03-12;802.1456317742511;0.829104558358305;;69.4735107421875;329.2158203125;2456.9136674054407
2024-03-13;815.9151614289882;1.849003636370553;SELL;68.99932861328125;333.7912292480469;2454.4567537380353
2024-03-14;818.0644326646345;1.7739787210139488;;68.99037170410156;334.5473937988281;2456.2221886596476
2024-03-15;825.1015135111888;1.9656846971828348;;68.89195251464844;336.9786071777344;2462.6421141266765
2024-03-18;825.3807433403628;1.7326121961276182;;69.5987777709961;337.5338439941406;2456.31763613785
2024-03-19;823.7013564336696;1.4588852472313891;;70.13557434082031;337.28497314453125;2450.033840271923
2024-03-20;826.7636552461819;1.478718486836817;;70.61872100830078;338.6824645996094;2447.95862978789
2024-03-21;825.5869724047978;1.277389098378955;;71.10186767578125;338.5771789550781;2442.5650035353433
2024-03-22;821.0656775200443;0.9698367759342232;;70.70820617675781;336.72021484375;2442.669700831402
2024-03-25;830.7723089703567;1.3337299367559738;;70.96766662597656;340.3288269042969;2447.8665540382126
2024-03-26;837.7172963734065;1.483862742238573;;70.38610076904297;342.41552734375;2458.6868655000435
2024-03-27;851.3491870715942;1.844672969407018;;71.21817016601562;347.7853088378906;2461.6559116606204
2024-03-28;850.0156143203753;1.5864899015603462;;71.7281494140625;347.6417236328125;2455.8910780664646
2024-04-01;853.1678875065334;1.5773992853777463;;71.31658935546875;348.49359130859375;2462.168586201427
2024-04-02;850.0226820460136;1.3206822604867845;;71.5760498046875;347.5460510253906;2457.304594200268
2024-04-03;844.324263443221;1.0210555053282804;;71.71026611328125;345.6125183105469;2451.601244770318
2024-04-04;843.9493437006129;0.9231014807272104;;70.87818145751953;344.9425048828125;2459.0103374674172
2024-04-05;848.8648093983525;1.09129616472401;;71.26290893554688;346.9334411621094;2459.296912256276
2024-04-08;836.2582019830155;0.3003884796785119;;71.55817413330078;342.6548156738281;2446.694776351769
2024-04-09;835.0874616431156;0.1294817151368918;EXIT;71.45974731445312;342.1762390136719;2446.697184477304
2024-04-10;837.378876068017;0.1953501671585097;;70.73503112792969;342.5207824707031;2446.697184477304
2024-04-11;824.0706449462086;-0.9881834649602628;;70.98554992675781;337.96453857421875;2446.697184477304
2024-04-12;816.3651399710379;-1.631056433103863;;70.4129409790039;334.86322021484375;2446.697184477304
2024-04-15;815.2119899040647;-1.598358938402169;;69.65245819091797;333.9635314941406;2446.697184477304
2024-04-16;810.9314175471977;-1.7494623220622816;;68.9635238647461;332.0013122558594;2446.697184477304
2024-04-17;807.8747343002076;-1.7752927798417832;;69.50035095214844;331.2641906738281;2446.697184477304
2024-04-18;814.8390318434007;-1.204047678038373;;69.67929077148438;333.8486328125;2446.697184477304
2024-04-19;821.735393761048;-0.7213870515575294;;71.24501037597656;337.30413818359375;2446.697184477304
2024-04-22;823.4122067127968;-0.6209109516696335;;71.49553680419922;338.060302734375;2446.697184477304
2024-04-23;821.264384977453;-0.7227478376374864;;71.88920593261719;337.552978515625;2446.697184477304
2024-04-24;819.2879841843552;-0.7818817848807949;;72.42601776123047;337.1988220214844;2446.697184477304
2024-04-25;824.608456169901;-0.3639286045651286;;72.81075286865234;339.3333435058594;2446.697184477304
2024-04-26;825.0217362128042;-0.2639449992829948;;72.5244369506836;339.2950439453125;2446.697184477304
2024-04-29;829.7542497973619;0.1774144072174992;;72.8465347290039;341.1806945800781;2446.697184477304
2024-04-30;833.5346418843857;0.5911897511320192;;71.66004943847656;341.7550354003906;2446.697184477304
2024-05-01;837.5407326452213;1.0058025474964618;;69.66747283935547;341.8890686035156;2446.697184477304
2024-05-02;803.2551379686741;-1.8385115653597384;BUY;69.69464111328125;329.75189208984375;2444.2504872928266
2024-05-03;794.6933889551742;-2.291403483199678;;69.94825744628906;326.8803405761719;2453.31343271352
2024-05-06;795.7650654157424;-1.897866033511323;;70.70904541015625;327.7513427734375;2459.387088062469
2024-05-07;806.8533138606499;-0.9201548181564642;;70.98075866699219;331.857666015625;2453.108269906874
2024-05-08;807.3386654114406;-0.8010521895266832;;71.67815399169922;332.4798889160156;2459.0680561613935
2024-05-09;815.6448318500734;-0.0522569890455552;EXIT;72.48423767089844;335.9448547363281;2459.829145058009
