Date;Spread;Z-Score;Signal;Px;Py;Portfolio Value
2024-01-02;481.6074829952131;;;410.9100036621094;396.677490234375;2500.0
2024-01-03;484.5990601663362;;;410.7099914550781;395.8349609375;2500.0
2024-01-04;517.6387160376089;;;416.1499938964844;395.7187194824219;2500.0
2024-01-05;517.1777122060466;;;416.5;396.23199462890625;2500.0
2024-01-08;536.8051162290601;;;419.1199951171875;395.4281311035156;2500.0
2024-01-09;555.7806089639898;;;421.010009765625;393.8785705566406;2500.0
2024-01-10;576.0875339473218;;;423.760009765625;393.0940856933594;2500.0
2024-01-11;613.4161345427121;;;430.0799865722656;393.1715393066406;2500.0
2024-01-12;618.987414492321;;;433.3999938964844;396.038330078125;2500.0
2024-01-16;654.3143301259197;;;437.489990234375;393.83984375;2500.0
2024-01-17;631.575337913444;;;433.760009765625;393.9366760253906;2500.0
2024-01-18;621.6288045987806;;;432.9800109863281;395.0020446777344;2500.0
2024-01-19;636.0634398843843;;;435.0199890136719;394.5467834472656;2500.0
2024-01-22;670.8148739749431;;;440.1099853515625;393.66546630859375;2500.0
2024-01-23;661.5369998599247;;;439.7000122070313;395.0407409667969;2500.0
2024-01-24;620.893245192311;;;427.55999755859375;388.6389770507813;2500.0
2024-01-25;624.6790807386053;;;429.9599914550781;390.7599792480469;2500.0
2024-01-26;623.1900747949344;;;430.1700134277344;391.3120422363281;2500.0
2024-01-29;649.3524048325585;;;435.8200073242187;392.83258056640625;2500.0
2024-01-30;699.8005791999401;1.5756657870728648;;446.0799865722656;395.0020446777344;2500.0
2024-01-31;638.5449021301399;0.5373332045102532;;433.3800048828125;392.07708740234375;2500.0
2024-02-01;623.0910434034563;0.1713938230189106;;433.8699951171875;395.7768249511719;2500.0
2024-02-02;575.7562876978277;-0.9218072066282168;;424.6799926757813;394.2659606933594;2500.0
2024-02-05;631.9568974095082;0.2261131564890528;;428.8900146484375;388.0094604492187;2500.0
2024-02-06;483.98803989929183;-2.9699149014051027;BUY;416.1300048828125;402.4691162109375;2497.5
2024-02-07;495.4816701758437;-2.3458498621154527;;419.0799865722656;403.6991271972656;2500.524693224917
2024-02-08;532.8460334934521;-1.509579955503637;;423.05999755859375;400.9583435058594;2512.8053943238883
2024-02-09;505.8766232018384;-1.7378817651799092;;422.9100036621094;406.20751953125;2502.753233221353
2024-02-12;478.825328253517;-1.8635177424790743;;418.5299987792969;406.3916015625;2494.516020508339
2024-02-13;480.1314708778739;-1.611829460975542;;416.0400085449219;403.1373901367187;2496.092471205712
2024-02-14;480.768140699008;-1.4211327780456042;;417.8800048828125;405.2196350097656;2495.528478801457
2024-02-15;481.4495986564325;-1.2658459636518689;;426.2900085449219;415.1855163574219;2492.1146178881863
2024-02-16;442.89941120048707;-1.548008360766758;;422.2000122070313;418.0328979492187;2479.4370429697783
2024-02-20;412.7594235297556;-1.68525653737112;;420.6400146484375;422.22650146484375;2468.810658366683
2024-02-21;389.89443930617153;-1.7131450868022444;;419.6300048828125;425.6162414550781;2460.6735258020817
2024-02-22;396.1424688823363;-1.4565067850119775;;426.7799987792969;432.94781494140625;2459.8977472211755
2024-02-23;413.4642717177171;-1.1467704944435169;;430.1099853515625;433.4610290527344;2464.9430802094557
2024-02-26;446.17845589129774;-0.7199556287839497;;433.4800109863281;430.9236145019531;2475.7454138864787
2024-02-27;431.5756429546896;-0.7957224903978903;;430.9200134277344;430.78802490234375;2471.384146397797
2024-02-28;377.21522386157767;-1.365748624668346;;426.9700012207031;436.9864196777344;2452.7142647773076
2024-02-29;351.4888372172668;-1.5706903429138586;;420.739990234375;434.6813354492187;2445.7813004469035
2024-03-01;421.3396255639527;-0.5880566617814154;;432.760009765625;435.0591125488281;2466.7412520009284
2024-03-04;338.50361965756383;-1.6340859334824247;;424.0299987792969;441.247802734375;2439.4743609119496
2024-03-05;261.45832117343525;-2.5639088130164565;;415.44000244140625;446.4389343261719;2414.318768685743
2024-03-06;227.2868834761498;-2.4169194841072708;;411.8500061035156;449.0054626464844;2403.065723687111
2024-03-07;211.3873477527559;-2.158167990860259;;410.5400085449219;450.632568359375;2397.672580441731
2024-03-08;242.76932336743403;-1.616555624232818;;413.5899963378906;447.9788818359375;2408.1147755525885
2024-03-11;214.6815692756936;-1.6974500991756838;;414.4700012207031;454.6905517578125;2397.193650237233
2024-03-12;193.0540886634012;-1.6866822315244758;;412.4500122070313;456.6178588867187;2389.9614497755856
2024-03-13;174.3205982099944;-1.6531177959563776;;413.2000122070313;461.2901916503906;2382.6063126055574
2024-03-14;152.46947524859797;-1.6516336851522655;;408.7699890136719;460.3673095703125;2376.3417751488923
