Date;Spread;Z-Score;Signal;Px;Py;Portfolio Value
2024-01-02;509.5591706925424;;;189.17999267578125;426.6994018554687;2500.0
2024-01-03;514.7367246346219;;;185.19000244140625;429.5059509277344;2500.0
2024-01-04;512.838382892036;;;186.11000061035156;428.3365173339844;2500.0
2024-01-05;511.2561871535899;;;185.69000244140625;427.0549011230469;2500.0
2024-01-08;512.2140808976155;;;190.5399932861328;429.0194091796875;2500.0
2024-01-09;508.44108869618674;;;193.0;426.85845947265625;2500.0
2024-01-10;507.0075779680938;;;193.88999938964844;426.02587890625;2500.0
2024-01-11;500.5359574336651;;;204.22999572753903;423.9022521972656;2500.0
2024-01-12;511.6616767132998;;;208.69000244140625;433.3040161132813;2500.0
2024-01-16;505.4361475342598;;;207.22000122070312;428.3084106445313;2500.0
2024-01-17;505.56687095064535;;;201.88999938964844;427.0268249511719;2500.0
2024-01-18;508.5680715398076;;;204.5;429.9268493652344;2500.0
2024-01-19;505.3597598242131;;;207.1499938964844;428.2336730957031;2500.0
2024-01-22;505.8436032826676;;;209.3800048828125;429.1691284179687;2500.0
2024-01-23;480.9175984277734;;;211.77999877929688;411.3104553222656;2500.0
2024-01-24;471.7359856261429;;;209.08999633789065;403.8077697753906;2500.0
2024-01-25;471.2767446074381;;;208.1999969482422;403.2371215820313;2500.0
2024-01-26;469.6659387044597;;;208.72999572753903;402.1799926757813;2500.0
2024-01-29;465.632266004137;;;213.4199981689453;400.4025268554687;2500.0
2024-01-30;471.13889697984746;-1.4820902702737306;;210.91000366210935;403.8358154296875;2500.0
2024-01-31;469.4955480919929;-1.398430639845789;;207.41000366210935;401.7122802734375;2500.0
2024-02-01;471.1428317656925;-1.1811267623494597;;203.9900054931641;402.0490112304687;2500.0
2024-02-02;465.36758797313365;-1.334437755961152;;206.8000030517578;398.4941711425781;2500.0
2024-02-05;460.87256346615993;-1.4017065975022345;;204.2400054931641;394.4996032714844;2500.0
2024-02-06;465.7216282024323;-1.047953617999577;;209.3300018310547;399.4109802246094;2500.0
2024-02-07;467.8719763459521;-0.8477603012726821;;214.55999755859375;402.3578186035156;2500.0
2024-02-08;463.6705911501162;-0.969013479077974;;215.38999938964844;399.4577026367187;2500.0
2024-02-09;462.5617857912668;-0.9302591712080324;;216.7599945068359;398.989990234375;2500.0
2024-02-12;463.9498177132024;-0.7809111845486325;;218.4600067138672;400.4587097167969;2500.0
2024-02-13;463.5741963790144;-0.725576437308333;;213.92999267578125;399.0086364746094;2500.0
2024-02-14;450.71178365683664;-1.4030044958230323;;220.6699981689453;391.2160034179687;2500.0
2024-02-15;455.9244698886358;-1.0383991315685042;;223.55999755859375;395.8279724121094;2500.0
2024-02-16;458.59191689936335;-0.8293763026160583;;219.3500061035156;396.7167053222656;2500.0
2024-02-20;459.0501203666519;-0.954902863240096;;218.7599945068359;396.90380859375;2500.0
2024-02-21;464.02269516651864;-0.1025413965718098;;216.3699951171875;399.9721984863281;2500.0
2024-02-22;463.6903035801641;-0.0943985008998389;;222.1699981689453;401.225830078125;2500.0
2024-02-23;466.6891109652823;0.5296437355373885;;221.63999938964844;403.3119812011719;2500.0
2024-02-26;463.4177624620212;-0.0477977014620783;;224.0;401.4970703125;2500.0
