Date;Spread;Z-Score;Signal;Px;Py;Portfolio Value
2024-01-02;-325.4374687776709;;;267.9800109863281;55.137306213378906;2500.0
2024-01-03;-300.5950080362638;;;252.52000427246097;54.13269805908203;2500.0
2024-01-04;-299.56826423834826;;;252.97000122070312;54.78955841064453;2500.0
2024-01-05;-297.82876628970354;;;252.69000244140625;55.2338981628418;2500.0
2024-01-08;-312.79456043928053;;;261.0899963378906;55.25321960449219;2500.0
2024-01-09;-303.24126445508773;;;256.44000244140625;55.69755935668945;2500.0
2024-01-10;-301.74173982176944;;;255.27000427246097;55.48504638671875;2500.0
2024-01-11;-300.3699639827695;;;255.02999877929688;55.823143005371094;2500.0
2024-01-12;-293.26064222175233;;;248.8699951171875;54.4224853515625;2500.0
2024-01-16;-294.30562219885223;;;243.52000427246097;50.61658477783203;2500.0
2024-01-17;-281.59907514264466;;;239.1699981689453;52.384300231933594;2500.0
2024-01-18;-301.7388003043503;;;249.58999633789065;51.84335708618164;2500.0
2024-01-19;-299.44431993889407;;;249.08999633789065;52.34566116333008;2500.0
2024-01-22;-307.33073732504545;;;254.57000732421875;53.031497955322266;2500.0
2024-01-23;-308.05562385637324;;;256.0899963378906;53.74631118774414;2500.0
2024-01-24;-306.2923146521532;;;254.1699981689453;53.14741516113281;2500.0
2024-01-25;-309.5032665888589;;;256.989990234375;53.80427169799805;2500.0
2024-01-26;-298.48794791104007;;;252.1699981689453;54.66397476196289;2500.0
2024-01-29;-305.04943323409;;;255.92999267578125;54.7219352722168;2500.0
2024-01-30;-301.8906312008402;0.0622018800751357;;250.91000366210935;52.63545608520508;2500.0
2024-01-31;-286.4260324549381;1.8792858064357028;SELL;239.5500030517578;50.89670944213867;2497.5
2024-02-01;-288.27077317756243;1.4562283692483338;;242.6000061035156;52.19110107421875;2507.0246372282636
2024-02-02;-294.0772653997311;0.6831420584560771;;246.47999572753903;52.5968132019043;2500.855355817137
2024-02-05;-289.1813878657857;1.1888770273717777;;242.07000732421875;51.52458572387695;2498.8624066472294
